english,transliteration,arabic,audioUrl
"to beg, plead","trájja, yitrájja",تْرجّى، يِتْرجّى,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-26.mp3
"to begin, start","bállaš, ybálliš",بلّش، يْبلِّش,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-27.mp3
to behave,"tʔáddab, yitʔáddab",تْأدّب، يِتْأدّب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-28.mp3
to bet,"rāhan, yrāhin",راهن، يْراهِن,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-29.mp3
to blame __ for,"lām __ 3ála, ylūm __ 3ála",لام __ على، يْلوم __ على,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-30.mp3
"to bother, disturb","ɖāyaʔ, yɖāyiʔ",ضايَق، يْضايِق,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-31.mp3
to break,"kásar, yíksur",كسر، يِكْسُر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-32.mp3
"to bring, get","jāb, yjīb",جاب، يْجيب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-33.mp3
to burn,"ɧáraʔ, yíɧruʔ",حرق، يِحْرُق,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-34.mp3
to care,"htamm, yihtámm",هْتمّ، يِهْتمّ,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-35.mp3
"to carry, lift, pick up","ɧímil, yíɧmul",حِمِل، يِحْمُل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-36.mp3
She carried the box to the kitchen.,ɧímlit iʂʂandūʔ íla lmáʈbax.,حِمْلِت الصّنْدوق اِلى المطْبخ.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-37.mp3
He lifted the child up.,ɧímil ilwálad.,حِمِل الوَلد.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-38.mp3
to change (something),"ɣáyyar, yɣáyyir",غيَّر، يْغيِّر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-39.mp3
to change (become different),"tɣáyyar, yitɣáyyar",تْغيَّر، يِتْغيَّر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-40.mp3
"to chase, pursue","lāɧaʔ, ylāɧiʔ",لاحق، يْلاحِق,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-41.mp3
"to cheat, deceive","ɣašš, yɣišš",غشّ، يْغِشّ,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-42.mp3
"to cheer, encourage","šájja3, yšájji3",شجّع، يْشجِّع,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-43.mp3
to choose,"ixtār, yixtār",خْتار، يِخْتار,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-44.mp3
"to climb, ascend, go up","ʈúli3, yúʈla3",طُلِع، يِطْلع,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-45.mp3
"to close, lock","ʔáfal, yíʔful",قفل، يِقْفُل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-46.mp3
to come,"ijā, yíji",إجا، يِجي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-47.mp3
to compare,"ʔāran, yʔārin",قارن، يْقارِن,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-48.mp3
to contact,"ttáʂal bi-, yuttúʂil bi-",تّصل بْـ، يُتُّصِل بْـ,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-49.mp3
to continue,"kámmal, ykámmil",كمّل، يْكمِّل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-50.mp3
to cut,"ʔaʂʂ, yʔuʂʂ",قصّ، يْقُصّ,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-51.mp3
to decline,"ráfaɖ, yírfuɖ",رفض، يِرْفُض,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-52.mp3
"to decrease, reduce","ʔall, yʔill",قلّ، يْقِلّ,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-53.mp3
to demand,"ʈálab, yúʈlub",طلب، يُِطْلُب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-54.mp3
to deny,"ánkar, yínkur",أنْكر، يِنْكُر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-55.mp3
"to descend, go down","nízil, yínzal",نِزِل، يِنْزل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-56.mp3
to describe,"wáʂaf, yūʂuf",وَصف، يوصُف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-57.mp3
to design,"ʂámmam, yʂámmim",صمّم، يْصمِّم,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-58.mp3
to differ,"xtálaf, yíxtilif",خْتلف، يِخْتِلِف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-59.mp3
to disappear,"xtáfa, yíxtifi",خْتفى، يِخْتِفي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-60.mp3
"to do, make","3ímil, yá3mil",عِمِل، يَعْمِل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-61.mp3
to drop,"wáʔʔa3, ywáʔʔi3",وَقّع، يْوَقِّع,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-62.mp3
He dropped his book.,wáʔʔa3 ktēbu.,وَقّع كْتابو.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-63.mp3
"to edit, correct","ʂállaɧ, yʂálliɧ",صلّح، يِصلِّح,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-64.mp3
to express,"3ábbar 3an, y3ábbir 3an",عبّر عن، يْعبِّر عن,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-65.mp3
to fall,"wáʔa3, yūʔa3",وَقع، يوقع,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-66.mp3
to find,"lēʔa, ylēʔi",لاقى، يْلاقي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-67.mp3
"to finish, come to an end","xúliʂ, yíxlaʂ",خُلِص، يِخْلص,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-67b.mp3
"to finish, end, complete, accomplish","xállaʂ, yxálliʂ",خلّص، يِخلِّص,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-68.mp3
to float,"ʈáfa, yúʈfu",طفا، يُطْفو,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-69.mp3
The ball is floating in the water.,ʈʈābi 3am tíʈfu 3a sáʈiɧ ilmāy.,الطّابِة عم تُطْفي ع سطِح الماي.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-70.mp3
"to get, take, receive, obtain; pick up, grab","áxad, yēxud",أخد، ياخُد,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-71.mp3
He picked the book up from the table.,áxad liktēb 3an iʈʈāwli.,أخد الِكْتاب عن الطّاوْلِة.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-72.mp3
to give,"3áʈa, yá3ʈi",عطى، يَعْطي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-73.mp3
to go,"rāɧ, yrūɧ",راح، يروح,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-74.mp3
to have,"kēn 3índu, 3índu",كان عِنْدو، عِنْدو,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-75.mp3
to help,"sē3ad, ysē3id",ساعد، يْساعِد,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-76.mp3
to hit,"ɖárab, yíɖrub",ضرب، يِضْرُب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-77.mp3
to imagine,"txáyyal, yitxáyyal",تْخيَّل، يِتْخيَّل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-78.mp3
to intend to,"náwa, yínwi",نَوى، يِنْوي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-79.mp3
I intend to succeed at my job.,ána nēwi ínjaɧ b-šíɣli.,أنا ناوي إنْجح بْشِغْلي.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-80.mp3
to jump,"naʈʈ, ynuʈʈ",نطّ، يْنُطّ,
to leave; quit,"tárak, yítruk",ترك، يِتْرُك,
to lie,"kázzab, ykázzib",كزّب، يْكزِّب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-83.mp3
to look,"šēf, yšūf",شاف، يْشوف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-84.mp3
to look,"ʈʈálla3, yiʈʈálla3",تْطلّع، يِتْطلّع,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-85.mp3
to lose,"xúsir, yíxsar",خُسِر، يِخْسر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-86.mp3
to mean,"ʔáʂad, yíʔʂud",قصد، يِقْصُد,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-87.mp3
to move,"tɧárrak, yitɧárrak",تْحرّك، يِتْحرّك,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-88.mp3
to move (something),"ɧárrak, yɧárrik",حرّك، يْحرِّك,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-89.mp3
I can’t move my leg!,mánni ʔādir ɧárrik íjri.,منّي قادِر حرِّك إجْري.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-90.mp3
to offer,"3áraɖ, yú3ruɖ",عرض، يُعْرُض,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-91.mp3
to open,"fátaɧ, yíftaɧ",فتح، يِفْتح,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-92.mp3
"to order, command","ámir, yíʔmur",أمر، يِأْمُر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-93.mp3
"to order, request","ʈálab, yúʈlub",طلب، يُطْلُب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-94.mp3
"to pass, go past","máraʔ, yímruʔ",مرق، يِمْرُق,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-95.mp3
to pay,"dáfa3, yídfa3",دفع، يِدْفع,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-96.mp3
to play,"lí3ib, yíl3ab",لِعِب، يِلْعب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-97.mp3
to prepare,"ɧáɖɖar, yɧáɖɖir",حضّر، يْحضِّر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-98.mp3
to prohibit,"mána3, yímna3",منع، يِمْنع,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-99.mp3
to punish,"jēza, yjēzi",جازى، يْجازي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-100.mp3
"to return, go back","ríji3, yírja3",رِجِع، يِرْجع,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-103.mp3
"to say, tell","ʔāl, yʔūl",قال، يْقول,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-104.mp3
to show,"fárja, yfárji",فرْجى، يْفرْجي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-105.mp3
to sink,"ɣíriʔ, yíɣraʔ",غِرِق، يِغْرق,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-106.mp3
The Titanic sank over a hundred years ago.,ttāytēnik ɣírʔit min áktar min mīt síni.,التّايْتانيك غِرْقِت مِن أكْتر مِن مية سِنِة.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-107.mp3
to sit,"ʔá3ad, yíʔ3ud",قعد، يِقْعُد,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-108.mp3
to stay,"bíʔi, yíbʔa",بِقِى، يِبْقى,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-109.mp3
"to stop, make stop","wáʔʔaf, ywáʔʔif",وَقّف، يْوَقِّف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-110.mp3
to succeed,"níjiɧ, yínjaɧ",نِجِح، يِنْجح,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-111.mp3
"to suggest, propose","qtáraɧ, yiqtúriɧ",اقْترح، يِقْتِرِح,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-112.mp3
to talk,"ɧíki, yíɧki",حِكي، يِحْكي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-113.mp3
to tear,"xázzaʔ, yxázziʔ",خزّق، يْخزِّق,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-114.mp3
to thank,"šákar, yíškur",شكر، يِشْكُر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-115.mp3
to tie,"rábaʈ, yúrbuʈ",ربط، يُرْبُط,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-116.mp3
to touch,"lámas, yílmus",لمس، يِلْمُس,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-117.mp3
"to try, attempt","ɧāwal, yɧāwil",حاوَل، يْحاوِل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-118.mp3
"to try, try out","járrab, yjárrib",جرّب، يْجرِّب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-119.mp3
to use,"stá3mal, yistá3mil",سْتعمل، يِسْتعْمِل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-120.mp3
to use,"stáxdam, yistáxdim",سْتخْدم، يِسْتخْدِم,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-121.mp3
to wait,"náʈar, yúnʈur",نطر، يُنْطُر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-122.mp3
to wait,"ntáʐar, yuntúʐir",نْتظر، يُنْتُظِر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-123.mp3
to wait,"stánna, yistánna",سْتنّى، يِسْتنّى,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-124.mp3
"to walk, go, leave","míši, yímši",مِشي، يِمْشي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-125.mp3
to wash,"ɣással, yɣássil",غسّل، يْغسِّل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-126.mp3
"to watch, view","tfárraj 3ála, yitfárraj 3ála",تْفرّج على، يِتْفرّج على,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-127.mp3
"to welcome, greet","stáʔbal, yistáʔbil",سْتقْبل، يِسْتقْبِل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-128.mp3
He set down the book on the table.,ɧaʈʈ liktēb 3a-ʈʈāwli.,حطّ الِكْتاب عالطّاوْلِة.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-102.mp3
"to put, set (down)","ɧaʈʈ, yɧuʈʈ",حطّ، يْحُطّ,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav55-101.mp3
