english,transliteration,arabic,audioUrl
two hundred,mītēn,ميتيْن,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-40.mp3
three hundred,tlitmíyyi,تْلِتْمية,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-41.mp3
four hundred,arba3míyyi,أرْبعمية,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-42.mp3
five hundred,xamsmíyyi,خمْسْمية,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-43.mp3
six hundred,sittmíyyi,سِتّْمية,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-44.mp3
seven hundred,sabi3míyyi,سبِعْمية,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-45.mp3
eight hundred,tmanmíyyi,تْمنْمية,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-46.mp3
nine hundred,tis3míyyi,تِسْعْمية,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-47.mp3
one thousand,álif,ألِف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-48.mp3
two thousand,alfēn,ألْفين,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-49.mp3
three thousand,tlattalēf,تْلاتّلاف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-50.mp3
four thousand,arba3talēf,أرْبعْتلاف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-51.mp3
five thousand,xamstalēf,خمْسْتلاف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-52.mp3
six thousand,sittalēf,سِتّلاف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-53.mp3
seven thousand,sab3talēf,سبْعْتلاف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-54.mp3
eight thousand,tmintalēf,تْمِنْتلاف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-55.mp3
nine thousand,tis3talēf,تِسْعْتلاف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-56.mp3
ten thousand,3aširtalēf,عشِرْتلاف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-57.mp3
eleven thousand,ɧdā3šir alf,حْداعْشِر ألْف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-58.mp3
twenty thousand,3išrīn alf,عِشْرين ألْف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-59.mp3
one hundred thousand,mīt alf,مية ألْف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-60.mp3
million,mīlyōn,ميلْيون,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-61.mp3
billion,bīlyōn,بيلْيون,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-62.mp3
billion,mīlyār,ميلْيار,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-63.mp3
"arithmetic, calculation",ɧsēb,حْساب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-64.mp3
"to calculate, to work out","ɧásab, yíɧsub",حسب، يِحْسُب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-65.mp3
calculator,ēli ɧēsbi,آلِة حاسْبِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-67.mp3
calculator,kalkūlētir,كلْكوليْتِر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-68.mp3
How did you work that out in your head? I need a calculator!,kīf ɧasábit háyda b-3áʔlak? ána báddi ēli ɧēsbi.,كيف حسبِت هَيْدا بْعقْلك؟ أنا بدّي آلِة حاسْبِة.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-69.mp3
"to add, add up","jámi3, yíjma3",جمع، يِجْمع,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-70.mp3
Add up the price of all the items to get the total.,jmā3 ɧaʔʔ kill liɣrāɖ la-tá3rif ilmajmū3.,جْماع حقّ كِلّ الِغْراض لتعْرِف المجْموع.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-71.mp3
to subtract,"ʈáraɧ, yíʈraɧ",طرح، يِطْرح,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-72.mp3
Subtract the smaller amount from the larger to find the difference.,ʈrāɧ rráʔam liʂɣīr min likbīr minšēn tá3rif ilfáriʔ.,طْراح الرّقِم الِصْغير مِن الِكْبير مِنْشان تعْرِف الفرِق.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-73.mp3
to multiply by,"ɖárab, yíɖrub",ضرب، يِضْرُب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-74.mp3
Multiply the length and width to find the area of the rectangle.,ɖrūb iʈʈūl b-il3áriɖ minšēn tíɧsub masēɧit ilmustaʈīl.,ضْروب الطّول بِالعرِض مِنْشان تِحْسُب مساحِة المُسْتطيل.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-75.mp3
to divide by,"ʔásam 3ála, yíʔsum 3ála",قسم على، يِقْسُم على,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-76.mp3
Divide the total by the number of people to find the average.,ʔsum irráʔam 3ála 3adad innēs minšēn tá3rif lim3áddal.,قْسوم الرقم على عدْد النّاس مِنْشان تعْرِف المْعدّل.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-77.mp3
"to equal, be equal to","sēwa, ysēwi",ساوى، يْساوي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-78.mp3
"equals, is",bisāwi,بيساوي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-79.mp3
"equals, is",byá3ʈi,بْيَعْطي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-80.mp3
"plus, and",zēʔid,زائِد,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-81.mp3
Three plus two equals five.,tlēti zēʔid tnīn byá3ʈi xámsi.,تْلاتِة زائِد اتْنين بْيَعْطي خمْسِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-82.mp3
minus,nāʔiʂ,ناقِص,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-83.mp3
Ten minus nine equals one.,3ášra nāʔiʂ tís3a bisēwi wāɧad.,عشْرة ناقِص تِسْعة بِيْساوي واحد.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-84.mp3
times,ɖárib,ضرِب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-85.mp3
Three times four equals twelve.,talēti ɖárib árb3a byá3ʈi tnā3iš.,تلاتِة ضرِب أرْبْعة بْيَعْطي تْناعِش.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-86.mp3
divided by,ʔísmi,قِسْمِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-87.mp3
Twenty divided by four equals five.,3išrīn ʔísmi árb3a bisēwi xámsi.,عِشْرين قِسْمِة أرْبْعة بيساوي خمْسِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-88.mp3
ordinal number,3ádad tartībi,عدد ترْتيبي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-89.mp3
first,"áwwal [m.], ūla [f.]",أوّل، أُولى,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-90.mp3
second,"tēni [m.], tēnyi [f.]",تاني، تانْيِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-91.mp3
third,"tēlit [m.], tēlti [f.]",تالِت، تالْتِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-92.mp3
fifth,"xāmis [m.], xāmsi [f.]",خامِس، خامْسِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-93.mp3
fourth,"rābi3 [m.], rāb3a [f.]",رابِع، رابْعة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-94.mp3
sixth,"sēdis [m.], sēdsi [f.]",سادِس، سادْسِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-95.mp3
seventh,"sēbi3 [m.], sēb3a [f.]",سابِع، سابْعة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-96.mp3
eighth,"tēmin [m.], tēmni [f.]",تامِن، تامْنِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-97.mp3
ninth,"tēsi3 [m.], tēs3a [f.]",تاسِع، تاسْعة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-98.mp3
tenth,"3āšir [m.], 3āšra [f.]",عاشِر، عاشْرة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-99.mp3
"There are twenty books, and the twentieth book is mine.",fī 3išrīn ktēb u liktēb il3išrīn la-ili.,في عِشْرين كْتاب والِكْتاب العِشْرين لإلي.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-100.mp3
the last __,ēxir __,آخِر__,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-101.mp3
fraction,jíziʔ (ajzēʔ),جِزِء (أجْزاء),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-102.mp3
whole,kill,كِلّ,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-103.mp3
half,nuʂʂ (nʂāʂ),نُصّ (أنْصاص),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-104.mp3
Two halves make a whole.,nnuʂʂēn byá3mlu jíziʔ kēmil.,النُّصيْن بْيَعْمْلوا جِزِء كامِل.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-105.mp3
"a fourth, a quarter",ríbi3,رِبِع,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-107.mp3
a third,tílit,تِلِت,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-106.mp3
a fifth,xímis,خِمِس,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-108.mp3
three fifths,tlat axmēs,تْلات أخْماس,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-109.mp3
one twelfth (1/12),wāɧad 3ála tnā3iš.,واحد على تْناعِش.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-110.mp3
three twentieths (3/20),talēti 3ála 3išrīn,تلاتِة على عِشْرين,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-111.mp3
"percentage, portion",nísbi (nísab),نِسْبِة (نِسب),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-112.mp3
percent,bi-lmíyyi,بِالمية,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-113.mp3
what percent(age) of,ʔaddē b-ilmíyyi,قدّيْ بِالمية,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-114.mp3
fifty percent of people,xamsīn b-ilmíyyi min iššá3ib,خمْسين بِالمية مِن الشّعِب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav48-115.mp3
