english,transliteration,arabic,audioUrl
cyclist,yálli bsūʔ bisiklētt,يَلّي بيسوق بِسِكْلات,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-37.mp3
"bicycle lane, bike path",mamárr bisiklēttēt,ممرّ بِسِكْلاتات,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-38.mp3
pedal,dá3si,دعْسِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-39.mp3
chain,janzīr (janazīr),جنْزير (جْنازير),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-40.mp3
bike seat,kirēji,كِريْجِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-41.mp3
motorcycle,mōtōr,موْتوْر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-42.mp3
helmet,xūzi (xúwaz),خوذِة (خُوذ),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-43.mp3
car,sayyāra,سيّارة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-45.mp3
"to drive, steer","sāʔ, ysūʔ",ساق، يْسوق,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-46.mp3
driver,šōfør,شوفور,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-47.mp3
passenger,msāfir,مْسافِر,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-48.mp3
driver’s license,ríxʂit swēʔa (ríxaʂ swēʔa),رِخْصِة سْواقة (رِخص سْواقة),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-49.mp3
traffic jam,3ájʔa,عجْأة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-51.mp3
stuck in traffic,3ilʔān b-il3ájʔa,عِلْقان بِالعجْأة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-52.mp3
The traffic is horrible right now!,ʈʈarīʔ 3ájʔa ktīr hállaʔ.,الطّريق عجْأة كْتير هلّق.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-53.mp3
rush hour,wáʔit il3ájʔa,وقِت العجْأة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-54.mp3
Let’s not go downtown right now. It’s rush hour.,"bála mā nínzal 3a-lbálad hállaʔ, wáʔit 3ájʔa.",بلا ما نِنْزل عالبلد هلّق، وقِت عجْأة.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-55.mp3
"to pass, overtake","djēwaz, yidjēwaz",تْجاوز، يِتْجاوز,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-56.mp3
"to pass, overtake","dáwbal, yidáwbil",دوْبل، يِدوْبِل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-57.mp3
to stop,"wíʔif, yūʔaf",وِقِف، يوقف,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-58.mp3
to yield to,"wássa3 la-, ywássi3 la-",وَسّع لـ، يْوَسِّع لـ,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-59.mp3
to have the right of way,ílu lʔāwlawíyyi,اِلو الاوْلوية,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-60.mp3
pedestrians,mušēt [pl.],مُشاة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-61.mp3
sidewalk (UK: pavement),raʂīf (árʂifi),رصيف (أرْصِفِة),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-62.mp3
"cross walk, pedestrian crossing (UK: zebra crossing)",xuʈūʈ mušēt,خُطوط مُشاة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-63.mp3
to cross the street,"ʔáʈa3 iššēri3, yíʔʈa3 iššēri3",قطع الشّارِع، يِقْطع الشّارِع,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-64.mp3
traffic light,išārit murūr,إشارِة مُرور,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-65.mp3
green light,išāra xáɖra,إشارة خضْرا,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-66.mp3
red light,išāra ɧámra,إشارة حمْرا,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-67.mp3
yellow light,išāra ʂáfra,إشارة صفْرا,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-68.mp3
to run a red light,ʔáʈʈa3 [7] ilʔišāra,قطّع الإشارة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-69.mp3
to park,"ʂaff, yʂuff",صفّ، يْصُفّ,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-70.mp3
parking lot,máwʔif (mawēʔif),موْقِف (مواقِف),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-72.mp3
parking garage,karāj,كراج,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-74.mp3
to park on the street,ʂaff b-iššēri3,صفّ بِالشّارِع,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-75.mp3
lane,zārūb,زاروب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-76.mp3
to change lanes,ɣáyyar [55] izzārūb,غيّر الزّاروب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-77.mp3
a four-lane road,ʈarīʔ árba3 xʈūʈ,طريق ارْبع خْطوط,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-78.mp3
intersection,taʔāʈu3,تقاطُع,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-79.mp3
round-about,mēdēn (mayadīn),ميْدان (مَيادين),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-80.mp3
"highway, expressway (UK: motorway)",ōtōstrād,أوْتوْسْتْراد,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-81.mp3
"bridge, overpass",jísir (jsūra),جِسِر (جْسورة),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-82.mp3
speed limit,ɧdūd issír3a,حْدود السِّرْعة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-83.mp3
license plate (UK: number plate),ármit innúmra,أرْمِة النُّمْرة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-84.mp3
car insurance,taʔmīn issayyāra,تأْمين سيّارة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-85.mp3
to pick up,"rákkab, yrákkib",ركّب، يْركِّب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-86.mp3
to drop off,"názzal, ynázzil",نزّل، يْنزِّل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-87.mp3
You can just drop me off on the corner.,fīk tnazzílni 3ind izzēwyi.,فيك تْنزِّلْني عِنْد الزّاوْيِة.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-88.mp3
"to give a lift to, take","wáʂʂal, ywáʂʂil",وَصّل، يْوَصِّل,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-89.mp3
Can you give me a ride home?,fīk twaʂʂílni 3a-lbēt?,فيك تْوَصِّلْني عالبيْت؟,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-90.mp3
hood,mōntō,موْنْتو,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-91.mp3
windshield,zujēj amēmi,زُجاج أمامي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-92.mp3
trunk,ʈabūnē,طبونيْه,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-93.mp3
the front seat,lmáʔ3ad lʔiddmēni,المقْعد القِدّْماني,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-94.mp3
the back seat,ilmáʔ3ad ilwarrāni,المقْعد الورّاني,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-95.mp3
car door,bēb issayyāra,باب السِّيّارة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-96.mp3
car door handle,máskit ilbāb,مسْكِة الباب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-97.mp3
window,šibbēk (šababīk),شِبّاك (شبابيك),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-98.mp3
to roll the window up,"3álla ššibbēk, y3álli ššibbēk",علّى الشِّبّاك، يْعلّي الشِّبّاك,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-99.mp3
to roll the window down,názzal iššibbēk,نزّل الشِّبّاك,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-100.mp3
The door is ajar.,ilbēb mánnu maʔfūl.,الباب منّو مقْفول.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-101.mp3
steering wheel,dirkisyōn,دِرْكِسْيوْن,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-102.mp3
turn signal,išārit dawarān,إشارِة دَوَران,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-103.mp3
He never uses his turn signal.,mā byá3ʈi išārit dawarān.,ما بْيَعْطي إشارِة دَوَران.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-104.mp3
rear view mirror,mrēyi xalfíyyi,مْراية خلْفية,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-105.mp3
side view mirror,mrēyi 3a-jánab,مْراية عَ جنب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-106.mp3
glove compartment,ʂandūʔ tāblō,صنْدوق تابْلوه,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-107.mp3
dashboard,láwɧit 3iddēdēt,لَوْحِة عِدّادات,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-108.mp3
"emergency brake, hand brake",frēm īd,فْرام إيد,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-109.mp3
tire (UK: tyre),dūlēb,دولاب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-110.mp3
to check the tire pressure,ʔās [46]ɖáɣiʈ iddūlēb,قاس ضغِط الدّولاب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-111.mp3
to get a flat tire,"náffas iddūlēb, ynáffis iddūlēb",نفّس الدولاب، يْنفِّس الدولاب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-112.mp3
spare tire,dūlēb iɧtiyāʈ,دولاب اِحْتِياط,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-113.mp3
to change a flat tire,ɣáyyar [55] dūlēb,غيّر دولاب,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-114.mp3
automatic,ōtōmātīk,أوْتوْماتيك,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-115.mp3
"manual, stick-shift",mānyuwal,مانْيُوال,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-116.mp3
"manual, stick-shift",3ādi,عادي,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-116b.mp3
He can’t drive a stick.,mā byá3rif ysūʔ 3a-l3ādi.,ما بْيعْرِف يْسوق عالعادي.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-117.mp3
pedal,dá3si,دعْسِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-118.mp3
clutch,klatš,كْلتْش,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-119.mp3
brake,frēm,فْرام,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-120.mp3
"gas pedal, accelerator",binzīn,بِنْزين,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-121.mp3
to brake,"dá3as frēm, yíd3as frēm",دعس فْرام، يِدْعس فْرام,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-122.mp3
"to accelerate, speed up","ásra3, yísru3",أْسْرع، يِسْرُع,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-123.mp3
"to accelerate, speed up",dá3as benzīn,دعس بِنْزين,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-124.mp3
to slow down,"báʈʈaʔ, ybáʈʈiʔ",بطّأ، يْبطِّئ,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-125.mp3
gear; stick shift,vités,فِتيس,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-126.mp3
in gear,má3šaʔ,معْشق,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-127.mp3
1st gear,áwwal vités,أوّل فِتيس,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-128.mp3
reverse (gear),aniryē,أنِرْيار,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-129.mp3
to back up,"ríji3 la-wára, yírja3 la-wára",رِجِع لوَرا، يِرْجع لوَرا,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-130.mp3
to change gears,ɣáyyar [55] vités,غيّر فِتيس,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-131.mp3
I put the car in reverse and started backing up.,ɧaʈʈēt vités 3a-lʔaniryār u rijā3t la-wára.,حطّيْت الفيتِس عالأنِرْيار ورْجِعِت لَوَرا.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-132.mp3
speedometer,kīlōmetrāj,كيلومِتْراج,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-133.mp3
to do the speed limit,"ltázam b-issír3a, yiltízim b-issír3a",لْتزم بِالسِّرْعة، يِلْتِزِم بِالسِّرْعة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-134.mp3
"to speed, go over the speed limit","txáʈʈa ssír3a, yitxáʈʈa ssír3a",تْخطّى السِّرْعة، يِتْخطّى السِّرْعة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-136.mp3
The police pulled me over for speeding.,ššúrʈa waʔʔafítni 3ála jánab b-isábab issir3a.,الشُرْطة وقّفِتْني على جنب بْسبب السِّرْعة.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-137.mp3
gas (UK: petrol),benzīn,بنْزين,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-138.mp3
We’ve run out of gas.,lbenzīn xúliʂ.,البنْزين خُلِص.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-139.mp3
gas gauge,3iddēd benzīn,عِدّاد بنْزين,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-140.mp3
The tank is full.,ttank milyēni.,التنْك مِلْيانِة.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-141.mp3
gas station,mɧáʈʈit benzīn,مْحطِّة بنْزين,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-142.mp3
gas pump,mɖaxit benzīn,مْضخِة بنْزين,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-143.mp3
to get gas,"3ábba benzīn, y3ábbi benzīn",عبّى بنْزين، يْعبِّي بنْزين,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-144.mp3
to change the oil,ɣáyyar [55] izzēt,غيّر الزّيْت,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-145.mp3
"to put on one’s seatbelt, wear one’s seat belt",rábaʈ [55] ɧizām ilʔamēn,ربط حِزام الامان,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-146.mp3
to start a car,šáɣɣal [21] issayyāra,شغّل السِّيارة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-147.mp3
The car won’t start.,ssayyāra mā 3am tdūr.,السِّيارة ما عم تْدور.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-148.mp3
to turn off the engine,ʈáffa [7] lmuɧárrik,طفّى المُحرِّك,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-149.mp3
fender; bumper,ráfraf (rfērif),رفْرف (رْفارِف),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-150.mp3
fender; bumper,ikʂidām,اِكْصِدام,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-151.mp3
(car) roof,sáʔif (sʔūf),سقِف (سْقوف),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-152.mp3
to get in a fender-bender,fēt [10] ɧādsi basīʈa,فات حادْثِة بسيطة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-154.mp3
dent,xábʈa,خبْطة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-155.mp3
There’s a dent in the side of the car.,fī xábʈa b-issayyāra min ijjánab.,في خبْطة بِالسِّيّارة مِن الجّنب.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-156.mp3
headlight,miʂbāɧ amēmi (maʂabīɧ amēmíyyi),مِصْباح أمامي (مصابيح أمامية),http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-157.mp3
Turn on your headlights when it starts to get dark.,ɖáwwi ɖɖaww b-illēl.,ضوّي الضّوّ بِللّيْل.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-159.mp3
"to get in an accident, have an accident",3ímil [55] ɧādsi,عِمِل حادْثِة,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-160.mp3
to crash,"xábaʈ, yúxbuʈ",خبط، يُخْبُط,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-161.mp3
He crashed (his car) into a tree.,xábaʈ sayyārtu b-šájra.,خبط سيّارْتو بْشجْرة.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-162.mp3
The car was totaled in the accident.,tkássarit issayyāra b-ilɧādis.,تْكسّرِت السِّيّارة بِالحادِث.,http://media.lingualism.com/wp-content/uploads/vocab/lcav/lcav13-163.mp3
