english,transliteration,arabic,audioUrl
stepson,,وُلْد المْرا,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav02-57.mp3
stepdaughter,,بنْت الرّاجل,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav02-58.mp3
stepdaughter,,بنْت المْرا,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav02-59.mp3
grandfather,,جدّ (جْدود),http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav02-60.mp3
grandmother,,جدّة,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav02-61.mp3
my grandparents,,جدّي و جدّاتي,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav02-62.mp3
grandpa,,جدّي,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav02-63.mp3
grandma,,جدّاتي,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav02-64.mp3
great-grandfather,,بّات الجدّ,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav02-65.mp3
grandson,,حْفيد (أحْفاد),http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav02-66.mp3
granddaughter,,حْفيدة,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav02-67.mp3
grandchildren,,أحْفاد,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav02-68.mp3
uncle,,عمّ (عْمام),http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav02-69.mp3
aunt,,مْرات العمّ,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav02-70.mp3
aunt,,عمّة,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav02-71.mp3
uncle,,راجِل العمّة,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav02-72.mp3
uncle,,خال (خْوال),http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav02-73.mp3
aunt,,مرْت الخال,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav02-74.mp3
aunt,,خالة,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav02-75.mp3
uncle,,راجِل الخالة,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav02-76.mp3
cousin,,وُلْد العمّ (وْلاد العمّ),http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav02-77.mp3
cousin,,بنْت العمّ (بْنات العمّ),http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav02-78.mp3
cousin,,وُلْد العمّة (وْلاد العمّة),http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav02-79.mp3
cousin,,بنْت العمّة (بْنات العمّة),http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav02-80.mp3
cousin,,وُلْد الخال (وْلاد الخال),http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav02-81.mp3
cousin,,بنْت الخال (بْنات الخال),http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav02-82.mp3
cousin,,وُلْد الخالة (وْلاد الخالة),http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav02-83.mp3
cousin,,بنْت الخالة (بْنات الخالة),http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav02-84.mp3
We’re cousins.,,حْنا وْلاد العمّ.,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav02-85.mp3
We’re cousins.,,حْنا بْنات العمّ.,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav02-86.mp3
We’re cousins.,,حْنا وْلاد الخال.,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav02-87.mp3
We’re cousins.,,حْنا بْنات الخال.,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav02-88.mp3
orphan,,يْتيم (يْتامى),http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav02-89.mp3
orphanage,,دار لْيْتامى,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav02-90.mp3
to adopt,,اتْبنّى,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav02-91.mp3
adoption,,تبنّي,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav02-92.mp3
to be adopted,,متْبنّي,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav02-93.mp3
I was adopted.,,آنا متْبنّي.,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav02-94.mp3
an adopted son,,وُلْد متبنّي,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav02-95.mp3
adoptive parents,,الواليدين بالتّبنّي,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav02-96.mp3
birth parents,,الواليدين الأصْلِيّين,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav02-97.mp3
"ancestors, forefathers",,جْدود,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav02-98.mp3
descendants,,أحْفاد,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav02-99.mp3
