english,transliteration,arabic,audioUrl
"to edit, correct",,صحّح,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-61.mp3
to express,,عبّر,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-62.mp3
I can’t express myself in Arabic very well.,,ماكنْعبّرْش بْالعرْبية مزْيان.,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-63.mp3
to fall,,طاح,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-64.mp3
to find,,لْقى,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-65.mp3
"to finish, come to an end; end, complete, accomplish",,سالا,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-66.mp3
to fix,,صاوْب,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-67.mp3
to float,,طْفا,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-68.mp3
The ball is floating in the water.,,الكورة كتطْفو فوْق الما.,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-69.mp3
"to get, take, receive, obtain",,خْذا,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-70.mp3
to give,,عْطا,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-71.mp3
to go,,مْشى,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-72.mp3
to happen,,طْرا,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-73.mp3
to have,,عنْدو,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-74.mp3
to help,,عاوَن,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-75.mp3
to hit,,ضْرب,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-76.mp3
to imagine,,تْخيّل,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-77.mp3
to intend to,,نْوى,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-78.mp3
I intend to succeed at my job.,,ناوي نْجح فْ الخدْمة دْيالي.,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-79.mp3
to jump,,نقّز,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-80.mp3
"to keep, continue (doing)",,بْقا,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-81.mp3
to leave; quit,,خلّا,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-82.mp3
to lie,,كْذب,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-83.mp3
to live,,عاش,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-84.mp3
to look,,شاف,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-85.mp3
to lose,,خْسر,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-86.mp3
to mean,,قْصد,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-87.mp3
to move,,تْحرّك,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-88.mp3
He hasn’t moved in ten minutes.,,ما اتْحرّكْش هاذي عشْرة الدّقايْق.,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-89.mp3
to move (something),,حرّك,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-90.mp3
I can’t move my leg!,,ماقادرْش نْحرّك رجْلي.,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-91.mp3
to name,,سمّى,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-92.mp3
to offer,,عْرض,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-93.mp3
to open,,حلّ,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-94.mp3
"to order, command",,كُمونْدا,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-95.mp3
"to order, request",,طْلب,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-96.mp3
"to pass, go past",,فات,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-97.mp3
to prepare,,وَجّد,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-98.mp3
to prohibit,,مْنع,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-99.mp3
to punish,,عاقب,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-100.mp3
"to put, set (down)",,حطّ,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-101.mp3
He set down the book on the table.,,حطّ الكْتاب عْلى الطّابْلة.,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-102.mp3
"to say, tell",,قال,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-103.mp3
to show,,ورّى,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-104.mp3
to sink,,غْرق,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-105.mp3
The Titanic sank over a hundred years ago.,,التّيتانيك غرْقات هاذي كْثر من مْية عام.,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-106.mp3
to stay,,بْقى,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-107.mp3
to succeed,,نْجح,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-108.mp3
"to suggest, propose",,قْترح,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-109.mp3
to take,,خْذا,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-110.mp3
to tear,,قطّع,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-111.mp3
to thank,,شْكر,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-112.mp3
to tie,,رْبط,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-113.mp3
to touch,,مسّ,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-114.mp3
"to try, attempt",,جرّب,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-115.mp3
to use,,سْتعْمل,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-116.mp3
to wait,,تْسنّى,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-117.mp3
"to walk, go, leave",,مْشى,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-118.mp3
"to welcome, greet",,رحّب,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav55-119.mp3
