english,transliteration,arabic,audioUrl
to examine,,شاف,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-22.mp3
examination,,كوْنْتْروْل,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-23.mp3
The doctor examined him and diagnosed him with the flu.,,شافو الطّْبيب و لقا عنْدو ڭْريپ.,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-24.mp3
problem,,مُشْكِلة (مشاكِل),http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-25.mp3
What’s wrong?,,شْنو المُشْكِل؟,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-26.mp3
I’m sick.,,آنا مْريض.,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-27.mp3
pain,,وْجع,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-28.mp3
pain,,ألم,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-29.mp3
My __ hurts.,,كيضرّْني  __.,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-30.mp3
My shoulder has been hurting for ages.,,كتْفي ضارْني من شْحال هاذي.,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-31.mp3
It hurts here.,,كيضرْني هْنا.,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-32.mp3
to have a backache,,كيضرّو ظهْرو,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-33.mp3
to have a headache,,كيضرّو راسو,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-34.mp3
I have a really bad headache.,,كيضرّْني راسي بزّاف.,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-35.mp3
migraine,,ميڭْران,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-36.mp3
dizziness,,دوخة,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-37.mp3
dizzy,,دايِخ,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-38.mp3
to faint,,داخ,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-39.mp3
to have a cold,,ضرْبو البرْد,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-40.mp3
"to be congested, have nasal congestion",,نيفو مسْدود,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-41.mp3
to have the flu,,عنْدو ڭْريپ,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-42.mp3
to have a fever,,عنْدو سْخانة,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-43.mp3
to have a stomachache,,ضارّاه كُرْشو,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-44.mp3
to have a sore throat,,ضارّاه قرْجوتّو,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-45.mp3
to cough,,كْحب,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-46.mp3
to have a cough,,عنْدو كُحْبة,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-47.mp3
"to vomit, throw up",,ردّ,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-48.mp3
"to experience nausea, be nauseous",,فيه الرّدّان,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-49.mp3
to have diarrhea,,جاه الإسْهال,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-50.mp3
to be constipated,,مقْبوط,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-51.mp3
to have indigestion,,عنْدو سوء الهضْم,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-52.mp3
diabetes,,السُّكّر,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-53.mp3
to be diabetic,,عنْدو السُّكّر,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-54.mp3
to have asthma,,عنْدو الرّبْو,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-55.mp3
to have high blood pressure,,عنْدو الطّونْسْيوْن,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-56.mp3
AIDS,,السّيدا,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-57.mp3
cancer,,كوْنْصيْر,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-58.mp3
to get injured,,تْوعّت,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-59.mp3
to have a bruise,,عنْدو زْروڭية,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-60.mp3
"wound, cut",,جرْحة,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-61.mp3
to get stitches,,غرّز,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-62.mp3
stitch,,غُرْزة (غْرازي),http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-63.mp3
burn,,حرْقة,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-64.mp3
to get burned,,تّحْرق,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-65.mp3
"bandage, Band-Aid",,فاصْمة,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-66.mp3
to have a sprained ankle,,لْوا الشّوڤية,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-67.mp3
to break a bone,,هرّس العْظم,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-68.mp3
a broken bone,,عْظم مْهرّس,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-69.mp3
cast (UK: plaster); splint,,جْبيرة,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-70.mp3
cast (UK: plaster); splint,,ڭبْص,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-71.mp3
He broke his arm and has to wear a cast now.,,هرّس إيدّو و دابا خاصّو يْدير الڭبْص.,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-72.mp3
x-ray,,رادْيوْ,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-73.mp3
to x-ray,,دار رادْيوْ,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-74.mp3
medicine,,دْوا (دْوايات),http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-75.mp3
prescription,,أوْرْدونوْنْس,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-76.mp3
aspirin,,أسْپيرين,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-77.mp3
pill,,فانيدة,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-78.mp3
antibiotics,,أونْتيبْيِوتيك,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-79.mp3
"injection, shot",,بْرا,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-80.mp3
to get a shot,,دار بْرا,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-81.mp3
to draw blood,,جْبد الدّمّ,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-82.mp3
to run a blood test,,دار تحْليلة الدّمّ,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-83.mp3
"to cure, heal",,بْرا,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-84.mp3
"recovery, healing",,الشّْفا,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-85.mp3
to treat,,داوا,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-86.mp3
treatment,,دْوا,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-87.mp3
treatment,,طْريطْمون,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-88.mp3
infection,,آنْفيكْسْيوْن,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-89.mp3
contagious,,كتْعادي,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-90.mp3
Are you contagious?,,واش مرْضك كيْعادي؟,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-91.mp3
surgeon,,جرّاح,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-92.mp3
surgery,,عملية,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-93.mp3
"to perform surgery on, operate on",,دار عملية عْلى,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-94.mp3
"to undergo surgery, have an operation",,دار عملية,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-95.mp3
to have an abortion,,دارت إجْهاض,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-96.mp3
plastic surgeon,,جرّاح تجْميلي,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-97.mp3
plastic surgery,,عملية تجْميل,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-98.mp3
pregnancy,,حْمل,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-99.mp3
to get pregnant by,,حمْلات من,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-100.mp3
pregnant,,حامْلة,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-101.mp3
to give birth,,وُلْدات,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-102.mp3
When are you due?,,إمْتى غتْولْدي؟,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-103.mp3
I’m due in early December.,,غنْوْلد فْ البدْية دْيال ديصّومْبر.,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-104.mp3
How far along is she?,,فْإينا شْهر هِيّ؟,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-105.mp3
She’s six-months pregnant.,,هِيّ فْ الشّْهر السّادس.,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-106.mp3
to use birth control,,خْدات حُبوب منْع الحمْل,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-107.mp3
condom,,پْريْزيْرْڤاتيف,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-108.mp3
dentist,,دونْتيسْت,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-109.mp3
to have a cavity,,عنْدو السّوسة,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-110.mp3
to have a toothache,,ضارّاه سنْتو,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-111.mp3
to have a chipped tooth,,عنْدو سنّة مْهرْسة,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-112.mp3
to get a filling,,حْشى السّنّة,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-113.mp3
to get a tooth pulled,,حيّد سنّة,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-114.mp3
to get a cleaning,,دار ديطارْطْراج,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-115.mp3
I’m going to the dentist’s to get a check-up and a cleaning.,,غنْمْشي عنْد الدّونْتيسْت يْشوف لِيّا سْناني و نْدير ديطارْطْراج.,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-116.mp3
to get one’s teeth whitened,,بيّض سْنانو,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav11-117.mp3
