english,transliteration,arabic,audioUrl,source
dog,,كلْب (كْلاب),http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-04.mp3,animals_5
cat,,مُشّ (مْشاش),http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-05.mp3,animals_5
"I like cats, but I don’t like dogs so much.",,عْزيز عْلِيّا المْشاش، و لكِن ماعْزيزْش عْلِيّا الكْلاب بزّاف.,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-06.mp3,animals_5
cage,,قْفص (قْفوصة),http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-07.mp3,animals_5
kennel,,بيت دْيال الحَيَوانات,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-08.mp3,animals_5
leash,,حْبل,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-09.mp3,animals_5
leash,,سنْسْلة,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-10.mp3,animals_5
dog collar,,كولْيا دْيال الكْلاب,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-11.mp3,animals_5
to train,,دْريسا,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-12.mp3,animals_5
to train,,درّب,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-13.mp3,animals_5
"(pet) food, feed",,ماكْلة دْالكْلاب,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-14.mp3,animals_5
to feed,,وُكّل,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-15.mp3,animals_5
mammal,,حَيَوان ثدْيي,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-16.mp3,animals_5
bear,,دُبّ (دْبوبة),http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-17.mp3,animals_5
buffalo,,جاموس,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-18.mp3,animals_5
cheetah,,فهْد (فُهود),http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-19.mp3,animals_5
"deer, gazelle",,غْزالة (غْزال),http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-20.mp3,animals_5
elephant,,فيل (فِيَلة),http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-21.mp3,animals_5
fox,,ثعْلب (ثْعالب),http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-22.mp3,animals_5
giraffe,,زرافة,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-23.mp3,animals_5
hippopotamus,,فرس النّهْر,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-24.mp3,animals_5
kangaroo,,كنْڭارو,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-25.mp3,animals_5
koala,,كْوالا,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-26.mp3,animals_5
leopard,,فهْد,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-27.mp3,animals_5
lion,,سْبع (سْبوعة),http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-28.mp3,animals_5
mouse; rat,,فار (فيران),http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-29.mp3,animals_5
polar bear,,دُبّ قُطْبي,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-30.mp3,animals_5
rabbit,,أرْنب (أرانِب),http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-31.mp3,animals_5
rhinoceros,,وَحيد القرْن,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-32.mp3,animals_5
skunk,,ظرْبان,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-33.mp3,animals_5
squirrel,,سِنْجاب (سْناجب),http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-34.mp3,animals_5
tiger,,نْمر (نْمورة),http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-35.mp3,animals_5
wolf,,ذيب (ذْيوبة),http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-36.mp3,animals_5
seal; sealion,,فُقْمة,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-37.mp3,animals_5
dolphin,,دولْفين,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-38.mp3,animals_5
whale,,باليْن,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-39.mp3,animals_5
bird,,فرْخ (فْراخ),http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-40.mp3,animals_5
canary,,كاناري,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-41.mp3,animals_5
"crow, raven",,غْراب,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-42.mp3,animals_5
dove; pigeon,,حْمامة,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-43.mp3,animals_5
"eagle, condor, vulture",,نْسر (نْسورة),http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-44.mp3,animals_5
"hawk, falcon",,صقْر (صُقور),http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-45.mp3,animals_5
ostrich,,نْعامة,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-46.mp3,animals_5
parrot,,بابّغِيّو,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-47.mp3,animals_5
peacock,,طاوْس,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-48.mp3,animals_5
penguin,,بطْريق,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-49.mp3,animals_5
seagull,,نَوْرس,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-50.mp3,animals_5
small bird,,فْريّخ,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-51.mp3,animals_5
stork,,لقْلاق,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-52.mp3,animals_5
swallow,,خطّاف,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-53.mp3,animals_5
swan,,وُزّة,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-54.mp3,animals_5
reptiles,,زَواحِف,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-55.mp3,animals_5
cobra,,كوبْرا,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-56.mp3,animals_5
crocodile,,تِمْساح (تماسيح),http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-57.mp3,animals_5
lizard,,سحْلية,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-58.mp3,animals_5
snake,,حنْش (حْنوشة),http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-59.mp3,animals_5
"turtle, tortoise",,فكْرون (فْكارن),http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-60.mp3,animals_5
frog,,جْرانة (جْران),http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-61.mp3,animals_5
fish,,حوتة (حوت),http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-62.mp3,animals_5
shark,,قِرْش (قْروشة),http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-63.mp3,animals_5
jellyfish,,قنْديل بحْر,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-64.mp3,animals_5
"insect, bug",,حشرة,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-65.mp3,animals_5
ant,,نمْلة,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-66.mp3,animals_5
bee,,نحْلة,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-67.mp3,animals_5
A bee stung me.,,قرْصاتْني نحْلة.,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-68.mp3,animals_5
bee-sting,,قرْصة نحْلة,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-69.mp3,animals_5
beehive,,خلية نحْل,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-70.mp3,animals_5
beetle,,خنْفوس (خْنافس),http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-71.mp3,animals_5
butterfly,,فرْطوطّو,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-72.mp3,animals_5
butterfly,,فراشة,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-73.mp3,animals_5
cockroach,,سرّاق الزّيت,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-74.mp3,animals_5
cricket,,صرْصوْر,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-75.mp3,animals_5
flea,,برْغوثة (برْغوث),http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-76.mp3,animals_5
fly,,ذبّانة (ذبّان),http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-77.mp3,animals_5
"grasshopper, locust",,جْرادة (جْراد),http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-78.mp3,animals_5
louse (lice),,ڭمْلة (ڭْمل),http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-79.mp3,animals_5
The child has head lice.,,هاذ الدّرّي فيه الڭْمل.,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-80.mp3,animals_5
mosquito,,نموسة (نموس),http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-81.mp3,animals_5
mosquito bite,,قرْصة نموسة,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-82.mp3,animals_5
A mosquito bit me.,,قرْصاتْني نموسة.,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-83.mp3,animals_5
moth,,فرْطوطّو,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav43-84.mp3,animals_5
