english,transliteration,arabic,audioUrl
I want to go somewhere fun.,,باغي نْمْشي لْشي بْلاصة مُمْتِعة.,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-17.mp3
anywhere,,أيّ بْلاصة,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-18.mp3
You can buy it anywhere.,,تقْدر تشْريها من أيّ بْلاصة.,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-19.mp3
nowhere,,حْتى بْلاصة,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-20.mp3
Nowhere is safe.,,حْتى بْلاصة ما آمْنة.,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-21.mp3
always,,ديما,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-22.mp3
She always does her homework.,,ديما كاتْدير التّمارين دْيالها.,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-23.mp3
sometime,,شي مرّة,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-24.mp3
Let’s have coffee sometime.,,نْديرو قْهيوة شي مرّة.,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-25.mp3
sometimes,,بعْض المرّات,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-26.mp3
I sometimes get up late.,,بعْض المرّات كنْفيق مْعطّل.,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-27.mp3
anytime,,فْأيّ وَقْت,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-28.mp3
You can call me anytime.,,تْقْدر تْعيّط ليّا فْأيّ وَقْت.,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-29.mp3
never,,ماعمّر,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-30.mp3
I never eat breakfast.,,ماعمّرْني كنفْطر,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-31.mp3
They’ve never been out of Morocco.,,ماعمّرْهُم ماخرْجو من المغْرِب.,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-32.mp3
usually,,أغْلبية,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-33.mp3
"I usually go to work by car, but I sometimes walk.",,الأغْلبية كنْمْشي للْخدمة بالطّنوْبيل، و لكِن بعْض المرّات كنتْمشّى.,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-34.mp3
often,,غالِبًا,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-35.mp3
I often see him at the café.,,غالِبًا كنْشوفو فْ القهْوَة.,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-36.mp3
somehow,,شي طريْقة,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-37.mp3
The cat somehow got in the house.,,المُشّ دْخل للدّار بْشي طريقة.,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-38.mp3
very,,__  بزّاف,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-39.mp3
very good,,مزْيان بزّاف,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-40.mp3
__ enough,,__ كِفاية,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-41.mp3
big enough,,كْبير كِفاية,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-42.mp3
too __,,__ بزّاف,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-43.mp3
too big,,كْبير بزّاف,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-44.mp3
"too much, too many",,بزّاف دْيال  __,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-45.mp3
too much money,,بزّاف دْيال الفْلوس,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-46.mp3
too many people,,بزّاف دْيال النّاس,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-47.mp3
well,,مزْيان,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-48.mp3
She speaks Arabic well.,,كتدْوي بالعرْبية مزْيان,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-49.mp3
still,,مازال,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-50.mp3
I’m still hungry.,,آنا مازال جيعان.,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-51.mp3
not… yet,,مازال,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-52.mp3
He isn’t here yet.,,مازال ما جا.,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-53.mp3
I haven’t finished my coffee yet.,,مازال ما ساليت قهْوْتي.,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-54.mp3
already,,داجا,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-55.mp3
I already told you!,,داجا قلْتْلك!,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-56.mp3
I’ve already eaten lunch.,,تْغدّيت داجا.,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-57.mp3
just,,يالّاه,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-58.mp3
I just ate.,,يالّاه كْليت.,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-59.mp3
I just told you!,,يالّاه قلْتْليك!,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-60.mp3
inside,,الدّاخل,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-61.mp3
It’s hot today. Let’s stay inside.,,الصّهْد لْيوما، آجي نبْقاو الدّاخل.,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-62.mp3
outside,,برّا,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-63.mp3
Let’s sit outside.,,آجي نْڭلْسوا برّا.,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-64.mp3
"abroad, overseas",,برّا,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-65.mp3
He lives abroad.,,كيْعيش برّا.,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-66.mp3
I’m going abroad next week.,,غنمْشي برّا السّيمانة الجايّة,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-67.mp3
upstairs,,الفوْق,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-68.mp3
Come upstairs!,,طْلع الفوْق!,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-69.mp3
downstairs,,التحْت,http://media.lingualism.com/wp-content/uploads/vocab/mcav/mcav52-70.mp3
