english,transliteration,arabic,audioUrl
I like to sit in a coffee shop and read the newspaper before I go to work.,baɧíbb ʔáʔ3ud fi -lʔáhwa wi ʔáʔra -lgurnān ʔablə ma -rūɧ iššúɣl.,بحِبّ أقْعُد في القهْوَة و أقْرا الجُرْنان قبْل ما أروح الشُّغْل.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-18.mp3
magazine,magálla,مجلّة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-19.mp3
book,kitāb (kútub),كِتاب (كُتُب),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-20.mp3
novel,riwāya,رِوايَة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-21.mp3
"comic book, graphic novel",qíȿaȿ miȿawwára [pl.],قِصص مِصوّرة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-22.mp3
television,tilivizyōn,تِليڤِزْيوْن,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-23.mp3
Have you ever been on TV?,ʈilí3tə fi -ttilivizyōn ʔablə kída?,طِلِعْت في التِّليڤِزْيوْن قبْل كِده؟,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-24.mp3
to watch TV,itfárrag [5s2] 3ála -ttilivizyōn,اِتْفرّج على التِّليڤِزْيوْن,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-25.mp3
"TV show, TV program",birnāmig (barāmig),بِرْنامِج (برامِج),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-26.mp3
What’s your favorite TV program?,ʔē ʔáktar birnāmig bitɧíbbu fi -ttilivizyōn?,أيْه أكْتر بِرْنامِج بِتْحِبُّه في التِّليڤِزْيوْن؟,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-27.mp3
What do you like to watch on TV?,bitɧíbbə titfárrag 3ála ʔē fi -ttilivizyōn?,بِتْحِبّ تِتْفرّج على أيْه في التِّليڤِزْيوْن؟,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-28.mp3
I like watching Egyptian dramas.,baɧíbb ʔatfárrag 3ála -ddirāma -lmaȿríyya.,بحِبّ أتْفرّج على الدِّراما المصْرية.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-29.mp3
drama,dirāma [f.],دِراما,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-30.mp3
comedy program,birnāmig kōmidi,بِرْنامِج كوْميدي,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-31.mp3
sports program,birnāmig riyāɖi,بِرْنامِج رِياضي,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-32.mp3
sporting event,ɧádas riyāɖi (aɧdās riyaɖíyya),حدث رِياضي (أحْداث رِياضية),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-33.mp3
soccer match,matšə  kōra,ماتْش كوْرة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-34.mp3
"movie, film",film (aflām),فيلْم (أفْلام),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-35.mp3
documentary,film wasāyiqi,فيلْم وَثايِقي,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-36.mp3
children’s program,birnāmig ʔaʈfāl,بِرْنامِج أطْفال,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-37.mp3
cartoon,kartūn,كرْتون,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-38.mp3
game show,birnāmig musabʔāt,بِرْنامِج مُسابْقات,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-39.mp3
reality TV show,birnāmig tilivizyōn ilwāqi3,بِرْنامِج تِليڤِزْيوْن الواقِع,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-40.mp3
series,musálsal,مُسلْسل,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-41.mp3
sitcom,musálsal kōmidi,مُسلْسل كوْميدي,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-42.mp3
episode,ɧálaʔa,حلقة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-43.mp3
season,mūsim (mawāsim),موسم (مَواسِم),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-44.mp3
season,sīzun,سيزون,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-45.mp3
I haven’t seen the second season of this show yet.,ʔána líssa ma-šúftiš ilmūsim ittāni min ilmusálsal da.,أنا لِسّه مشُفْتِش الموسِم التّاني مِن المسلْسل ده.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-46.mp3
the news,ilʔaxbār [pl.],الأخْبار,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-47.mp3
weather report,taʔrīr ʈaʔs,تقْرير طقْس,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-48.mp3
talk show,tōk šō,توْك شوْ,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-49.mp3
talk show,birnāmig ɧiwāri,بِرْنامِج حِواري,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-50.mp3
channel,qanāh (qanawāt),قناهْ (قَنَوات),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-51.mp3
What’s on TV (now)?,ʔē ʔílli šaɣɣāl 3ála -ttilivizyōn (dilwáʔti)?,أيْه اللي شغّال على التِّليڤِزْيوْن (دِلْوقْتى)؟,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-52.mp3
There’s an interesting program on channel 3.,fī birnāmig ɧilwə 3ála -lqanāh ittálta.,فيه بِرْنامِج حِلْو على القناهْ التّالْتة.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-53.mp3
to turn the TV on,šáɣɣal [2s2] ittilivizyōn,شغّل التِّليڤِزْيوْن,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-54.mp3
to turn the TV off,ʈáfa [1d2] -ttilivizyōn,طفى التِّليڤِزْيوْن,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-55.mp3
volume,ȿōt,صوْت,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-56.mp3
to turn the volume up,3álla [2d] -ȿȿōt,علّى الصّوْت,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-57.mp3
to turn the volume down,wáʈʈa [2d] -ȿȿōt,وَطّى الصّوْت,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-58.mp3
I can’t hear what they’re saying. Could you turn the TV up a bit?,ʔána miš sāmi3 biyʔūlu ʔē. múmkin ti3álli -ttilivizyōn šuwáyya?,أنا مِش سامِع بِيْقولوا أيْه.  مُمْكِن تِعلّي التِّليڤِزْيوْن شُوَيَّة؟,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-59.mp3
I’m trying to study. Could you turn the TV down a bit?,baɧāwil ʔazākir. múmkin tiwáʈʈi -ttilivizyōn šuwáyya?,بحاوِل أذاكِر.  مُمْكِن تِوَطّي التِّليڤِزْيوْن شُوَيَّة؟,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-60.mp3
antenna,ʔíryal,إرْيَل,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-61.mp3
satellite dish,ʈábaʔ (aʈbāʔ),طبق (أطْباق),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-62.mp3
radio,rádyu,رادْيو,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-63.mp3
to listen to the radio,sími3 [1s4] irrádyu,سِمِع الرّادْيو,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-64.mp3
radio station,maɧáʈʈit rádyu,محطِّةْ رادْيو,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-65.mp3
stereo (home music system),stéryu,سْتيْرْيو,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-66.mp3
speakers,samma3āt,سمّاعات,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-67.mp3
CD,[CD],سي دى,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-68.mp3
CD player,mišáɣɣal ʔáqrāȿ [CD],مِشغّل أقْراص سي دي,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-69.mp3
CD player,[CD player],سي دي پْلايِر,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-70.mp3
cassette (tape),kasétt,كاسيْتّ,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-71.mp3
(vinyl) record,ʔisʈuwāna,إسْطُوانة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-72.mp3
"song, track",uɣníyya (aɣāni),أُغْنية (أغانى),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-73.mp3
"to play (a CD, song, etc.)",šáɣɣal [2s2],شغّل,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-74.mp3
"to forward, skip to the next track",ʔáddim [2s1],قدِّم,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-75.mp3
"to rewind, go back to (the previous track)",rígi3 li- [1s4],رِجِع لِـ,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-76.mp3
to pause,wáʔʔaf [2s2],وَقّف,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-77.mp3
to pause,3ámal [1s2] pōz,عمل پوْز,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-78.mp3
"to stop, press ‘stop’",wáʔʔaf [2s2],وَقّف,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-79.mp3
"to stop, press ‘stop’",3ámal [1s2] (i)stōp,عمل سْتوْپ,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-80.mp3
MP3,[MP3],MP3,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-81.mp3
to download an MP3,ɧámmil [2s1] miláff [MP3],حمِّل مِلفّ MP3,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-82.mp3
MP3 player,mišáɣɣil [MP3],مِشغِّل MP3,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-83.mp3
MP3 player,[MP3 player],MP3 پْلايِر,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-84.mp3
"earphones, headphones",samma3āt,سمّاعات,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-85.mp3
to visit,zār [1h1],زار,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-86.mp3
a visit,ziyāra,زِيارة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-87.mp3
to go on a visit,rāɧ [1h1] fi ziyāra,راح في زِيارة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-88.mp3
to have guests over,3ándu ɖuyūf,عنْدُه ضُيوف,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-89.mp3
to entertain guests,sálla [2d] ɖuyūf,سلّى ضُيوف,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-90.mp3
to sew,xáyyaʈ [2s2],خيّط,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-91.mp3
sewing machine,mákanit xiyāʈa,مكنِةْ خِياطة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-92.mp3
sewing needle,ʔíbrit (íbar) ilxiyāʈa,إبْرِةْ (إبر) الخِياطة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-93.mp3
thread,xēʈ (xuyūʈ),خيط (خُيوط),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-94.mp3
a ball of wool,kōra ȿūf,كوْرة صوف,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-95.mp3
thimble,kastibān,كسْتِبان,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-96.mp3
to knit,3ámal [1s2] trikō,عمل تْريكوْ,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-97.mp3
knitting needle,ʔíbrit ittirikō,إبْرِةْ التِّريكوْ,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-98.mp3
to crochet,3ámal [1s2] krušēh,عمل كْروشيْهْ,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-99.mp3
to embroider,ʈárraz [2s2],طرّز,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-100.mp3
"to patch, darn",ráʔʔa3 [2s2],رقّع,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-101.mp3
art,fann (funūn),فنّ (فُنون),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-102.mp3
artist,fannān,فنّان,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-103.mp3
"to draw, sketch, paint",rásam [1s2],رسم,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-104.mp3
a painting,lōɧa,لوْحة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-105.mp3
a drawing,rásma,رسْمة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-106.mp3
photography,taȿwīr,تصْوير,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-107.mp3
photo(graph),ȿūra (ȿúwar),صورة (صُوَر),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-108.mp3
to take a photo of,ȿáwwar [2s2],صوّر,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-109.mp3
Excuse me. Would you take a photo of us?,"law samáɧt, múmkin tiȿawwárna?",لَوْ سمحْت، مُمْكِن تِصوّرْنا؟,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-110.mp3
to take a selfie,ʔáxad [i3] [selfie],أخد سِلْفي,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-111.mp3
photographer,muȿáwwir,مُصوِّر,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-112.mp3
camera,kámira,كاميرا,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-113.mp3
to hunt,iȿʈād [8h],اِصْطاد,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-114.mp3
hunting,ȿēd,صيْد,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-115.mp3
hunter,ȿayyād,صيّاد,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-116.mp3
hunting dog,kalbə ȿēd,كلْب صيْد,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-117.mp3
hunting rifle,bunduʔíyyit ȿēd,بُنْدُقيةْ صيْد,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-118.mp3
to go fishing,iȿʈād [8h] sámak,اِصْطاد  سمك,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-119.mp3
fishing,ȿēd sámak,صيْد سمك,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-120.mp3
fishing pole,ʔáȿabit ȿēd,قصبِةْ صيْد,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-121.mp3
fishing tackle,ʔadawāt ȿēd sámak  [pl.],أدَوات صيْد سمك,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-122.mp3
hook,xuʈʈāf (xaʈaʈīf),خُطّاف (خطاطيف),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-123.mp3
bait,ʈu3m [coll.],طُعْم,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-124.mp3
cinema,sínima,سينِما,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-125.mp3
cinema,sīma,سيما,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-126.mp3
Let’s go to the cinema this weekend.,yálla nrūɧ issínima ʔāxir ilʔisbū3.,يَلّا نِروح السّينِما آخِر الإسْبوع.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-127.mp3
movie ticket,tazkárit (tazākir) sínima,تذْكرِةْ (تذاكِر) سينِما,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-128.mp3
How much is a (movie) ticket?,bi-kām ittazkára?,بِكام التّذْكرة؟,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-129.mp3
"movie, film",film (aflām),فيلْم (أفْلام),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-130.mp3
"auditorium, movie theater, screening room",másraɧ (masāriɧ) sínima,مسْرح (مسارِح) سينِما,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-131.mp3
"to play, show (a movie)",šáɣɣal [2s2],شغّل,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-132.mp3
"to play, show (a movie)",3áraɖ [1s2],عرض,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-133.mp3
What’s playing?,ʔē ʔílli šaɣɣāl?,أيْه اللي شغّال؟,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-134.mp3
A new movie is coming out on Friday. Want to go?,fī filmə gdīd ha-yínzil yōm ilgúm3a. tiɧíbbə nrūɧ?,فيه فيلْم جِديد هَيِنْزِل يوْم الجُمْعة.  تِحِبّ نِروح؟,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-135.mp3
They’re showing a classic movie this evening.,fī filmə klasīki innahárda bi-llēl.,فيه فيلْم كْلاسيكي النّهارْده بِاللّيْل.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-136.mp3
seat,kúrsi (karāsi),كُرْسي (كراسى),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-137.mp3
What are our seat numbers?,ilkarāsi bta3ítna raqámha kām?,الكراسي بْتعِتْنا رقمْها كام؟,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-138.mp3
screen,šāša,شاشة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-139.mp3
to sit close to the screen,ʔá3ad [1s3] ʔuráyyib min iššāša,قعد قُريِّب مِن الشّاشة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-140.mp3
I don’t like to sit too close to the screen.,ma-baɧíbbiš ʔáʔ3ud ʔuráyyib ʔáwi min iššāša.,مبحِبِّش أقْعُد قُريِّب أَوي مِن الشّاشة.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-141.mp3
to sit in the middle,ʔá3ad [1s3] fi -nnuȿȿ,قعد في النُّصّ,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-142.mp3
popcorn,fišār,فِشار,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-143.mp3
action movie,film [action],فيلْم أكْشِن,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-144.mp3
romantic comedy,filmə rumánsi kōmidi,فيلْم رومانْسي كوْميدي,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-145.mp3
drama,filmə dirāma,فيلْم دِراما,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-146.mp3
horror movie,filmə ru3b,فيلْم رُعْب,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-147.mp3
thriller,film ʔisāra,فيلْم إثارة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-148.mp3
period piece,filmə tarīxi,فيلْم تاريخي,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-149.mp3
science fiction (sci-fi),filmə xayāl 3ílmi,فيلْم خَيال عِلْمي,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-150.mp3
fantasy,filmə fantázya,فيلْم فنْتازْيا,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-151.mp3
What kind of movies do you like?,ʔē nō3 ilʔaflām ʔílli bitɧibbáha?,أيْه نوْع الأفْلام اللي بِتْحِبّها؟,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-152.mp3
"I love action movies, but I can’t stand romantic movies.","ʔána baɧíbb ʔaflām ilʔ[action], bassə miš baʈīʔ ilʔaflām irrumansíyya.",أنا بحِبّ أفْلام الأكْشِن، بسّ مِش بطيق الأفْلام الرّومانْسية.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-153.mp3
(movie) star,nigm (nugūm),نِجْم (نُجوم),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-154.mp3
theater,másraɧ (masāriɧ),مسْرح (مسارِح),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-155.mp3
on stage,3ála -lmásraɧ,على المسْرح,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-156.mp3
aisle,mamárr,ممرّ,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-157.mp3
actor,mumássil,مُمثِّل,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-158.mp3
to act,mássil [2s1],مثِّل,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-159.mp3
to play the role of __,lí3ib [1s4] dōr __,لِعِب دوْر __,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-160.mp3
to play the role of __,mássil [2s1] dōr __,مثِّل دوْر __,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-161.mp3
intermission,istirāɧa,اِسْتِراحة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-162.mp3
spectator,mutafárrig,مُتفرِّج,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-163.mp3
spectator,mušāhid,مُشاهِد,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-164.mp3
"audience, crowd",gumhūr (gamahīr),جُمْهور (جماهير),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-165.mp3
to applaud,sáʔʔaf [2s2],سقّف,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-166.mp3
applause,tasʔīf,تسْقيف,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-167.mp3
circus,sirk,سيرْك,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-168.mp3
acrobat,ʔakrubāt,أكْروبات,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-169.mp3
clown,bilyátšu (bilyatšuhāt),بِلْياتْشو (بِلْياتْشوهات),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-170.mp3
cigarette,sigāra (sagāyir),سِجارة (سجايِر),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-171.mp3
to smoke,dáxxan [2s2] sigāra,دخّن سِجارة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-172.mp3
to smoke,šírib [1s4] sigāra,شِرِب سِجارة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-173.mp3
smoking,tadxīn,تدْخين,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-174.mp3
No smoking,mamnū3 ittadxīn,ممْنوع التّدْخين,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-175.mp3
smoker,mudáxxin,مُدخِّن,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-176.mp3
non-smoker,miš mudáxxin,مِش مُدخِّن,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-177.mp3
Do you smoke?,ʔínta btíšrab sagāyir?,إنْتَ بْتِشْرب سجايِر؟,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-178.mp3
Would you like a cigarette?,tāxud sigāra?,تاخُد سِجارة؟,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-179.mp3
Would you like a cigarette?,tiɧíbbə tíšrab sigāra?,تِحِبّ تِشْرب سِجارة؟,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-180.mp3
"No, thank you. I don’t smoke.",lā šúkran. ʔána ma-badaxxánš.,لا شُكْراً.  أنا مبدخّنْش.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-181.mp3
to quit smoking,báʈʈal [2s2] tadxīn,بطّل تدْخين,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-182.mp3
to quit smoking,báʈʈal [2s2] sagāyir,بطّل سجايِر,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-183.mp3
cigar,sigār,سيجار,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-184.mp3
pipe,ɣalyūn,غلْيون,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-185.mp3
pipe,bāyb,بايْب,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-186.mp3
tobacco,tibɣ,تِبْغ,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-187.mp3
matches,kabrīt [coll.],كبْريت,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-188.mp3
lighter,wallā3a,وَلّاعة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-189.mp3
to light a cigarette,wálla3 [2s2] sigāra,وَلّع سِجارة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-190.mp3
ashtray,ʈaffāyit sagāyir,طفّايِةْ سجايِر,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav21-191.mp3
