english,transliteration,arabic,audioUrl
Did she carry the box to the kitchen?,híyya šālit iȿȿandūʔ li-lmáʈbax?,هِيَّ شالِت الصّنْدوق للمطْبخ؟,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-36.mp3
He lifted the child up.,šāl iʈʈífl.,شال الطِّفْل.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-37.mp3
He picked the book up from the table.,húwwa šāl ilkitāb min 3ála -ʈʈarabēza.,هُوَّ شال الكِتاب مِن على الطّرابيْزة.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-38.mp3
to change,ɣáyyar [2s2],غيّر,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-39.mp3
"to change, be changed",itɣáyyar [5s2],اِتْغيّر,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-40.mp3
"to chase, pursue",ʈārid [3s],طارِد,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-41.mp3
"to cheat, deceive",ɣašš [1g3],غشّ,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-42.mp3
"to cheer, encourage",šágga3 [2s2],شجّع,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-43.mp3
to choose,ixtār [8h],اِخْتار,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-44.mp3
"to climb, ascend",ʈíli3 [1s4],طِلِع,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-45.mp3
"to close, lock",ʔáfal [1s2],قفل,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-46.mp3
to come,gih [i1],جِهْ,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-47.mp3
to compare,qārin [3s],قارِن,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-48.mp3
to contact,ittáȿal [8s1] bi-,اِتّصل بِـ,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-49.mp3
to continue,kámmil [2s1],كمِّل,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-50.mp3
to decline,ráfaɖ [1s3],رفض,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-51.mp3
"to decrease, reduce",ʔall [1g3],قلّ,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-52.mp3
to demand,ʈálab [1s3],طلب,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-53.mp3
to deny,nákar [1s2],نكر,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-54.mp3
"to descend, go down",nízil [1s5],نِزِل,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-55.mp3
to describe,wáȿaf [1s2],وَصف,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-56.mp3
to design,ȿámmim [2s1],صمِّم,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-57.mp3
to differ,ixtálaf [8s1],اِخْتلف,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-58.mp3
to disappear,ixtáfa [8d],اِخْتفى,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-59.mp3
"to do, make",3ámal [1s2],عمل,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-60.mp3
to drop,wáʔʔa3 [2s2],وَقّع,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-61.mp3
He dropped his book.,wáʔʔa3 kitābu.,وّقَع كِتابُه.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-62.mp3
"to edit, correct",ɧárrar [2s2],حرّر,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-63.mp3
"to edit, correct",3áddil [2s1],عدِّل,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-64.mp3
to express,3ábbar [2s2] 3an,عبّر عن,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-65.mp3
I can’t express myself in Arabic very well.,ma-baʔdárš ʔa3ábbar 3an náfsi bi-l3árabi kwáyyis.,مبقْدرْش أعبّر عن نفْسي بِالعربي كْوَيِّس.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-66.mp3
to fall,wíʔi3 [i5],وِقِع,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-67.mp3
to find,"lāʔa [3d], láʔa[i4]",لاقى، لقى,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-68.mp3
"to finish, come to an end",intáha [8d],اِنْتهى,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-69.mp3
"to finish, end, complete, accomplish",xállaȿ [2s2],خلّص,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-70.mp3
"to finish, end, complete, accomplish",náha [1d2],نهى,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-71.mp3
to fix,ȿállaɧ [2s2],صلّح,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-72.mp3
to float,ʈáfa [1d2],طفا,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-73.mp3
The ball is floating in the water.,ilkōra btíʈfu fōʔ ilmáyya.,الكوْرة بْتِطْفو فوْق الميّة.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-74.mp3
"to get, take, receive, obtain",ɧáȿal [1s1] 3ála,حصل على,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-75.mp3
to give,ʔídda [i2],إدّى,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-76.mp3
to go,rāɧ [1h1],راح,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-77.mp3
to happen,gára [1d1],جرى,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-78.mp3
to happen,ɧáȿal [1s1],حصل,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-79.mp3
to have,kān [1h1] 3ándu,كان عنْدُه,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-80.mp3
to help,sā3id [3s],ساعِد,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-81.mp3
to hit,ɖárab [1s1],ضرب,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-82.mp3
to hit,xábaʈ [1s1],خبط,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-83.mp3
to imagine,itxáyyil [5s1],اِتْخيِّل,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-84.mp3
to intend to,náwa [1d2],نَوى,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-85.mp3
I intend to succeed at my job.,ʔána nāwi ʔángaɧ fi šúɣli.,أنا ناوي أنْجح في شُغْلي.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-86.mp3
to jump,naʈʈ [1g2],نطّ,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-87.mp3
"to keep, continue (doing)",istamárrə [10g1] fi-,اِسْتمرّ في,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-88.mp3
"to keep, continue (doing)",fíɖil [1s4],فِضِل,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-89.mp3
to leave; quit,sāb [1h2],ساب,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-90.mp3
to lie,kídib [1s5],كِدِب,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-91.mp3
to live,3āš [1h2],عاش,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-92.mp3
to look,baȿȿə [1g2] li-,بصّ لِـ,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-93.mp3
to lose,xísir [1s4],خِسِر,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-94.mp3
to mean,ʔáȿad [1s3],قصد,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-95.mp3
to move,itɧárrak [5s2],اِتْحرّك,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-96.mp3
He hasn’t moved in ten minutes.,húwwa ma-tɧarrákš baʔālu 3ášar daʔāyiʔ.,هُوَّ متْحرّكْش بقالُه عشر دقايِق.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-97.mp3
to move (something),ɧárrak [2s2],حرّك,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-98.mp3
I can’t move my leg!,miš ʔādir ʔaɧárrak rígli!,مِش قادِر أحرّك رِجْلي!,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-99.mp3
to open,fátaɧ [1s1],فتح,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-100.mp3
"to order, command",ʔámar [1s3],أمر,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-101.mp3
"to order, request",ʈálab [1s3],طلب,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-102.mp3
"to pass, go past",3ádda [2d],عدّى,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-103.mp3
to prepare,gáhhiz [2s1],جهِّز,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-104.mp3
to prohibit,mána3 [1s1],منع,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-105.mp3
to punish,3āqib [3s],عاقِب,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-106.mp3
"to put, set (down)",ɧaʈʈ [1h1],حطّ,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-107.mp3
He set down the book on the table.,húwwa ɧaʈʈ ilkitāb 3ála -ʈʈarabēza.,هُوَّ حطّ الكِتاب على الطّربيْزة.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-108.mp3
"to say, tell",ʔāl [1h1],قال,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-109.mp3
to show,wárra [2d],وَرى,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-110.mp3
to sink,ɣíriʔ [1s4],غِرِق,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-111.mp3
The Titanic sank over a hundred years ago.,it[Titanic] ɣírʔit min ʔáktar min mīt sána.,التّايْتانيك غِرْقِت مِن أكْتر مِن ميةْ سنة.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-112.mp3
to stay,istánna [10.2i],اِسْتنّى,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-113.mp3
to stay,ʔá3ad [1s3],قعد,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-114.mp3
to succeed,nígiɧ [1s4],نِجِح,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-115.mp3
"to suggest, propose",iqtáraɧ [8s1],اِقْترح,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-116.mp3
to take,(ʔá)xad [i3],أخد، خد,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-117.mp3
to tear,mázzaʔ [2s2],مزّق,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-118.mp3
to thank,šákar [1s3],شكر,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-119.mp3
to tie,rábaʈ [1s3],ربط,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-120.mp3
to touch,lámas [1s2],لمس,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-121.mp3
"to try, attempt",ɧāwil [3s],حاوِل,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-122.mp3
"to try, try out",gárrab [2s2],جرّب,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-123.mp3
to use,istá3mil [10s1],اِسْتعْمِل,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-124.mp3
to use,istáxdim [10s1],اِسْتخْدِم,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-125.mp3
to wait,istánna [10.2i],اِسْتنّى,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-126.mp3
"to walk, go, leave",míši [1d5],مِشى,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-127.mp3
"to welcome, greet",ráɧɧab [2s2],رحّب,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav56-128.mp3
