english,transliteration,arabic,audioUrl
"doctor’s office, clinic",3iyāda,عِيادة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-20.mp3
nurse,mumárriɖ,مُمرِّض,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-21.mp3
patient,marīɖ (márɖa),مريض (مرْضى),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-22.mp3
to get a (medical) check-up,3ámal [1s2] it[check-up],عمل التّشيْك أپ,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-23.mp3
to diagnose,šáxxaȿ [2s2],شخّص,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-24.mp3
diagnosis,tašxīȿ,تشْخيص,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-25.mp3
to examine,fáɧaȿ [1s1],فحص,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-26.mp3
to examine,kášaf [1s2] 3ála,كشف على,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-27.mp3
examination,faɧs (fuɧūȿ),فحْص (فُحوص),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-28.mp3
The doctor examined him and diagnosed him with nasal congestion.,idduktūr kášaf 3alē wi šáxxaȿu ʔínnu 3ándu zukām.,الدُّكْتور كشف عليْه و شخّصُه إنُّه عنْدُه زُكام.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-29.mp3
problem,"muškíla (mašākil, muškilāt)",مُشْكِلة (مشاكِل، مُشْكِلات),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-30.mp3
What’s wrong?,ʔē ilmuškíla?,أيْه المُشْكِلة؟,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-31.mp3
I’m sick.,ʔána 3ayyān.,أنا عيّان.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-32.mp3
pain,wága3 (awgā3),وَجع (أَوْجاع),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-33.mp3
My __ hurts.,-i/-ya byiwgá3ni/btiwgá3ni,__ـي بْيِوْجعْني/بْتِوْجعْني.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-34.mp3
My shoulder has been hurting for ages.,kítfi byiwgá3ni min zamān.,كِتْفي بْيِوْجعْني مِن زمان.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-35.mp3
It hurts here.,ilɧítta di btiwgá3ni.,الحِتّة دي بْتِوْجعْني.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-36.mp3
to have a backache,3ándu wága3 fi ɖáhru,عنْدُه وَجع في ضهْرُه,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-37.mp3
to have a headache,3ándu ȿudā3,عنْدُه صُداع,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-38.mp3
I have a really bad headache.,3ándi ȿudā3 gāmid ʔáwi.,عنْدي صُداع جامِد أَوي.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-39.mp3
migraine,ȿudā3 níȿfi,صُداع نِصْفي,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-40.mp3
dizziness,dōxa,دوْخة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-41.mp3
dizzy,dāyix,دايِخ,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-42.mp3
to faint,ɣúmi 3alē,غُمي عليْه,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-43.mp3
to have a cold,wāxid bard,واخِد برْد,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-44.mp3
"to be congested, have nasal congestion",3ándu zukām,عنْدُه زُكام,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-45.mp3
to have the flu,3ándu ʔinfilwínza,عنْدُه إنْفِلْوِنْزا,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-46.mp3
to have a fever,3ándu ɧúmma,عنْدُه حُمّى,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-47.mp3
to have a stomachache,3ándu wága3 fi báʈnu,عنْدُه وَجع في بطْنُه,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-48.mp3
to have a sore throat,zūru multáhib,زورُه مُلْتهِب,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-49.mp3
to cough,kaɧɧ [1g2],كحّ,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-50.mp3
to have a cough,3ándu kúɧɧa,عنْدُه كُحّة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-51.mp3
"to vomit, throw up",rágga3 [2s2],رجّع,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-52.mp3
"to experience nausea, be nauseous",3āyiz yirágga3,عايِز يِرجّع,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-53.mp3
to have a rash,3ándu ʈafɧə gíldi,عنْدُه طفْح جِلْدي,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-54.mp3
to have diarrhea,3ándu ʔishāl,عنْدُه إسْهال,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-55.mp3
to be constipated,3ándu ʔimsāk,عنْدُه إمْساك,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-56.mp3
to have indigestion,3ándu 3usrə haɖm,عنْدُه عُسْر هضْم,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-57.mp3
diabetes,issúkkar,السُّكّر,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-58.mp3
to be diabetic,3ándu -ssúkkar,عنْدُه السُّكّر,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-59.mp3
to have asthma,3ándu rabw,عنْدُه ربْو,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-60.mp3
to have high blood pressure,3ándu ɖaɣʈ,عنْدُه ضغْط,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-61.mp3
"AIDS, HIV",[AIDS],أيْدْز,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-62.mp3
cancer,saraʈān,سرطان,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-63.mp3
to get injured,it3áwwar [5s2],اِتْعوّر,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-64.mp3
to have a bruise,3ándu kádma,عنْدُه كدْمة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-65.mp3
"wound, cut",garɧ (gurūɧ),جرْح (جُروح),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-66.mp3
to get stitches,itxáyyaʈ [5s2],اِتْخيّط,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-67.mp3
stitch,ɣúrza (ɣúraz),غُرْزة (غُرز),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-68.mp3
burn,ɧarʔ (ɧurūʔ),حرْق (حُروق),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-69.mp3
to get burned,3ándu ɧarʔ,عنْدُه حرْق,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-70.mp3
"bandage, Band-Aid",bilāstir,بِلاسْتِر,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-71.mp3
to have a sprained ankle,ríglu magzū3a,رِجْلُه مجْزوعة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-72.mp3
to break a bone,kásar [1s1] 3áɖma,كسر عضْمة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-73.mp3
a broken bone,3áɖma maksūra,عضْمة مكْسورة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-74.mp3
cast; splint (UK: plaster),gabīra (gabāyir),جبيرة (جبايِر),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-75.mp3
He broke his arm and has to wear a cast now.,kásar dirā3u w lāzim yirákkib gabīra dilwáʔti.,كسر دِراعُه و لازِم يِركِّب جبيرة دِلْوَقْتي.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-76.mp3
x-ray,ȿūra b-ʔaší33it ʔiks,صورة بِاشِعِّةْ إكْس,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-77.mp3
to x-ray,3ámal [1s2] ʔaší33it iks,عمل أشِعِّةْ إكْس,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-78.mp3
medicine,dáwa (adwíya),دَوا (أدْوِيَة),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-79.mp3
prescription,rušítta,روشِتّة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-80.mp3
to prescribe,wáȿaf [1s2],وَصف,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-81.mp3
aspirin,ʔaspirīn,أسْپيرين,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-82.mp3
pill,ɧabbāya,حبّايَة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-83.mp3
antibiotics,muɖādāt ɧayawíyya,مُضادات حَيَوية,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-84.mp3
"injection, shot",ɧúʔna (ɧúʔan),حُقْنة (حُقن),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-85.mp3
to get a shot,ʔáxad [i3] ɧúʔna,أخد حُقْنة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-86.mp3
to draw blood,sáɧab [1s1] 3iyānit damm,سحب عِيانِةْ دمّ,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-87.mp3
to run a blood test,3ámal [1s2] faɧȿə damm,عمل فحْص دمّ,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-88.mp3
"to cure, heal",šáfa [1d2],شفى,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-89.mp3
"recovery, healing",šífa,شِفا,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-90.mp3
to treat,3ālig [3s],عالِج,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-91.mp3
treatment,3ilāg,عِلاج,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-92.mp3
infection,3ádwa,عدْوى,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-93.mp3
contagious,mú3di,مُعْدي,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-94.mp3
Are you contagious?,ʔínta máraɖak mú3di?,إنْتَ مرضك مُعْدي؟,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-95.mp3
surgeon,garrāɧ,جرّاح,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-96.mp3
surgery,girāɧa,جِراحة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-97.mp3
"to perform surgery on, operate on",3ámal [1s2] girāɧa li-,عمل جِراحة  لِـ,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-98.mp3
"to perform surgery on, operate on",3ámal [1s2] 3amalíyya li-,عمل عملية لِـ,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-99.mp3
"to undergo surgery, have an operation",3ámal [1s2] girāɧa,عمل جِراحة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-100.mp3
"to undergo surgery, have an operation",3ámal [1s2] 3amalíyya,عمل عملية,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-101.mp3
to have an abortion,3ámal [1s2] ʔighād,عمل إجْهاض,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-102.mp3
plastic surgeon,garrāɧ tagmīl,جرّاح تجْميل,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-103.mp3
plastic surgery,girāɧit tagmīl,جِراحِةْ تجْميل,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-104.mp3
pregnancy,ɧaml,حمْل,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-105.mp3
to get pregnant by,ɧámal [1s2] min,حمل مِن,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-106.mp3
pregnant,ɧāmil [f.] (ɧawāmil),حامِل (حَوامِل),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-107.mp3
to give birth,wílid [1s5],وِلِد,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-108.mp3
When are you due?,hatiwlídi ʔímta?,هتِوْلِدي إمْتى؟,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-109.mp3
I’m due in early December.,háwlid f- ʔáwwil disímbir.,هَوْلِد في أوِّل ديسِمْبِر.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-110.mp3
How far along is she?,híyya fi -ššahr ilkām?,هِيَّ في الشّهْر الكام؟,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-111.mp3
She’s six months pregnant.,híyya fi -ššahr issādis.,هُوَّ في الشّهْر السّادِس.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-112.mp3
to use birth control,istáxdim ɧubūb man3 ilɧáml,اِسْتخْدِم حُبوب منْع الحمْل,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-113.mp3
condom,kásbir,كاسْبِر,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-114.mp3
condom,wāʔi zákari,واقي ذكري,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-115.mp3
condom,kúndum,كونْدوم,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-116.mp3
dentist,duktūr sinān,دُكْتور سِنان,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-117.mp3
to have a cavity,3ándu tasáwwus,عنْدُه تسَوُّس,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-118.mp3
to have a toothache,sinānu btiwgá3u,سِنانُه بْتِوْجعُه,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-119.mp3
to have a chipped tooth,3ándu sínna maksūra,عنْدُه سِنّة مكْسورة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-120.mp3
to get a filling,ɧáša [1d2] sínna,حشى سِنّة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-121.mp3
to get a tooth pulled,xála3 [1s1] sínna,خلع سِنّة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-122.mp3
to get a cleaning,3ámal [1s2] tanɖīf,عمل تنْضيف,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-123.mp3
I’m going to the dentist’s to get a check-up and a cleaning.,ʔána rāyiɧ li-duktūr issinān 3ašān ʔá3mil kíšfa 3ála sināni wi ʔá3mal tanɖīf.,أنا رايِح لِدُكْتور السِّنان عشان أعْمِل كِشْفة على سِناني و أعْمِل تنْضيف.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-124.mp3
to get one’s teeth whitened,báyyaɖ [2s2] sinānu,بيّض سِنانُه,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav11-125.mp3
