english,transliteration,arabic,audioUrl
grandson,ɧafīd (aɧfād),حفيد (أحْفاد),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav02-69.mp3
granddaughter,ɧafīda,حفيدة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav02-70.mp3
grandchildren,ʔaɧfād [pl.],أحْفاد,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav02-71.mp3
uncle (father’s brother),"3amm (a3mām, 3imām)",عمّ (أعْمام، عِمام),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav02-72.mp3
aunt (father’s brother’s wife),mirāt 3amm,مِرات عمّ,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav02-73.mp3
aunt (father’s sister),3ámma,عمّة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav02-74.mp3
uncle (father’s sister’s husband),gōz 3ámma,جوْز عمّة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav02-75.mp3
uncle (mother’s brother),xāl (axwāl),خال (أخْوال),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav02-76.mp3
aunt (mother’s brother’s wife),mirāt xāl,مِرات خال,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav02-77.mp3
aunt (mother’s sister),xāla,خالة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav02-78.mp3
uncle (mother’s sister’s husband),gōz xāla,جوْز خالة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav02-79.mp3
cousin (father’s brother’s son),ʔibnə 3amm,إبْن عمّ,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav02-80.mp3
cousin (father’s brother’s daughter),bintə 3amm,بِنْت عمّ,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav02-81.mp3
cousin (father’s sister’s son),ʔibnə 3ámma,إبْن عمّة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav02-82.mp3
cousin (father’s sister’s daughter),bintə 3ámma,بِنْت عمّة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav02-83.mp3
cousin (mother’s brother’s son),ʔibnə xāl,إبْن خال,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav02-84.mp3
cousin (mother’s brother’s daughter),bintə xāl,بِنْت خال,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav02-85.mp3
cousin (mother’s sister’s son),ʔibnə xāla,إبْن خالة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav02-86.mp3
cousin (mother’s sister’s daughter),bintə xāla,بِنْت خالة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav02-87.mp3
We’re cousins.,ʔíɧna wlād 3amm.,إحْنا وْلاد عمّ.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav02-88.mp3
orphan,yatīm (aytām),يَتيم (أَيْتام),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav02-89.mp3
orphanage,málgaʔ (malāgiʔ) ʔaytām,ملْجأ (ملاجِئ) أَيْتام,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav02-90.mp3
to adopt,itbánna,اِتْبنّى,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav02-91.mp3
adoption,tabánni,تبنّي,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav02-92.mp3
to be adopted,ɧadd itbannā [5d],حدّ اِتْبنّاه,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav02-93.mp3
I was adopted.,ʔána mutabánni.,أنا مُتبنّي.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav02-94.mp3
an adopted son,ʔibnə bi-ttabánni,إبْن بِالتّبنّي,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav02-95.mp3
adoptive parents,ʔahlə bi-ttabánni,أهْل بِالتّبنّي,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav02-96.mp3
birth parents,walidēn [dual],والِديْن,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav02-97.mp3
"ancestors, forefathers",ʔagdād [pl.],أجْداد,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav02-98.mp3
descendants,ʔaɧfād [pl.],أحْفاد,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav02-99.mp3
