english,transliteration,arabic,audioUrl
I take the metro every day.,ʔána bárkab ilmítru kullə yōm.,أنا برْكب المِتْرو كُلّ يوْم.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-18.mp3
metro station,maɧáʈʈit mítru,محطِّةْ مِتْرو,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-19.mp3
women-only passenger car,3arabíyyit sittāt,عربيةْ سِتّات,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-20.mp3
taxi,táksi,تاكْسي,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-21.mp3
We took a taxi downtown.,rikíbna táksi l-wisʈ ilbálad.,رِكِبْنا تاكْسي لِوِسْط البلد.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-22.mp3
taxi driver,sawwāʔ táksi,سوّاق تاكْسي,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-23.mp3
to hail a taxi,šāwir [3s] li-táksi,شاوِر لتّاكْسي,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-24.mp3
taxi meter,3addād táksi,عدّاد تاكْسي,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-25.mp3
taxi meter,bundēra (banadīr),بُنْديْرة (بنادير),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-26.mp3
to negotiate the fare,fāȿil [3s] fi -lʔúgra,فاصِل في الأُجْرة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-27.mp3
left,šimāl,شِمال,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-28.mp3
Turn left!,xuššə šmāl!,خُشّ شْمال.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-29.mp3
Turn left!,liffə šmāl!,لِفّ شْمال.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-30.mp3
right,yimīn,يِمين,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-31.mp3
Turn right!,xuššə ymīn!,خُشّ يْمين.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-32.mp3
Turn right!,liffə ymīn!,لِفّ يْمين.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-33.mp3
straight,ʈawwāli,طوّالي,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-34.mp3
straight,3ála ʈūl,على طول,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-35.mp3
Go straight!,ʔímši ʈawwāli!,اِمْشي طوّالي.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-36.mp3
bicycle,3ágala (3ágal),عجلة (عجل),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-37.mp3
to ride a bicycle,ríkib [1s4] 3ágala,رِكِب عجلة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-38.mp3
cyclist,rākib 3ágala,راكِب عجلة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-39.mp3
"bicycle lane, bike path",ʈarīʔ 3ágal,طريق عجل,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-40.mp3
pedal,baddāl,بدّال,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-41.mp3
chain,ganzīr (ganazīr),جنْزير (جنازير),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-42.mp3
bike seat,kúrsi 3ágala,كُرْسي عجلة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-43.mp3
motorcycle,mutusíkl,موتوسيكْل,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-44.mp3
helmet,xōza (xíwaz),خوْذة (خِوَذ),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-45.mp3
"tuk-tuk, auto-rickshaw",túktuk (takātik),توكْتوك (تكاتِك),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-46.mp3
car,3arabíyya,عربية,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-47.mp3
to drive,sāʔ [1h1],ساق,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-48.mp3
driver,sawwāʔ,سَوّاق,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-49.mp3
passenger,rākib,راكِب,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-50.mp3
passenger,musāfir,مُسافِر,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-51.mp3
driver’s license,rúxȿit (rúxaȿ) siwwāʔa,رُخْصِةْ (رُخص) سِوّاقة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-52.mp3
traffic,murūr,مُرور,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-53.mp3
traffic jam,záɧma,زحْمة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-54.mp3
to get stuck in traffic,itzánaʔ [7s1] fi -zzáɧma,اِتْزنق في الزّحْمة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-55.mp3
The traffic is horrible right now!,iššawāri3 záɧma ʔáwi dilwáʔti!,الشَّوارِع زحْمة أَوي دِلْوَقْتي!,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-56.mp3
rush hour,sā3it izzúrwa,ساعِةْ الذُّرْوَة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-57.mp3
Forget going downtown right now. It’s rush hour.,balāš tínzal wisʈ ilbálad dilwáʔti. di sā3it izzúrwa.,بلاش تِنْزِل وِسْط البلد دِلْوَقْتي.  دي ساعِةْ الذُّرْوَة.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-58.mp3
"to pass, overtake",3ádda [2d] min,عدّى مِن,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-59.mp3
to stop,wíʔif [i5],وِقِف,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-60.mp3
to yield to,wássa3 [2s2] li-,وَسّع لِـ,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-61.mp3
to have the right of way,lī -lʔawlawíyya,ليه الأَوْلَوية,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-62.mp3
pedestrians,mušāh [pl.],مُشاهْ,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-63.mp3
sidewalk (UK: pavement),raȿīf (arȿífa),رصيف (أرْصِفة),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-64.mp3
"crosswalk, pedestrian crossing (UK: zebra crossing)",xuʈūʈ mušāh [pl.],خُطوط مُشاهْ,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-65.mp3
to cross the street,3ádda [2d] -ššāri3,عدّى الشّارِع,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-66.mp3
traffic light,ʔišārit murūr,إشارِةْ مُرور,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-67.mp3
green light,ʔišāra xáɖra,إشارة خضْرا,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-68.mp3
red light,ʔišāra ɧámra,إشارة حمْرا,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-69.mp3
yellow light,ʔišāra ȿáfra,إشارة صفْرا,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-70.mp3
to run a red light,kássar [2s2] ilʔišāra,كسّر الإشارة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-71.mp3
to park,rákan [1s2],ركن,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-72.mp3
parking lot (UK: car park),máwʔaf (mawāʔif),مَوْقف (مَواقِف),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-73.mp3
parking garage,garāž,جراچ,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-74.mp3
to park on the street,rákan [1s2] fi -ššāri3,ركن في الشّارِع,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-75.mp3
lane,ɧāra,حارة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-76.mp3
to change lanes,ɣáyyar [2s2] ilɧāra,غيّر الحارة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-77.mp3
a four-lane road,šāri3 ʔárba3 ɧarāt,شارِع أرْبع حارات,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-78.mp3
intersection,taqātu3,تقاطُع,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-79.mp3
round-about,midān (mayadīn),ميدان (مَيادين),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-80.mp3
"highway, expressway (UK: motorway)",ʈarīʔ sarī3 (ʈúruʔ sarī3a),طريق سريع (طُرُق سريعة),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-81.mp3
"bridge, overpass",kúbri (kabāri),كُبْري (كباري),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-82.mp3
speed limit,ɧudūd issúr3a [pl.],حُدود السُّرْعة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-83.mp3
license plate (UK: number plate),lōɧit ʔarqām 3arabíyya,لوْحِةْ أرْقام عربية,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-84.mp3
car insurance,taʔmīn 3arabíyya,تأْمين عربية,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-85.mp3
to pick up,rákkib [2s1],ركِّب,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-86.mp3
to drop off,názzil [2s1],نزِّل,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-87.mp3
You can just drop me off on the corner.,múmkin tinazzílni 3and innáȿya di.,مُمْكِن تِنزِّلْني عنْد النّاصْيَة دي.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-88.mp3
"to give a lift to, take",wáȿȿal [2s2],وَصّل,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-89.mp3
Can you give me a ride home?,múmkin tiwaȿȿálni l-ɧadd ilbēt?,مُمْكِن تِوَصّلْني لِحدّ البيْت؟,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-90.mp3
hood (UK: bonnet),kabbūt,كبّوت,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-91.mp3
windshield (UK: windscreen),ʔizāz 3arabíyya,قِزاز عربية,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-92.mp3
trunk (UK: boot),šánʈit 3arabíyya,شنْطِةْ عربية,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-93.mp3
the front seat,ilkúrsi -lli ʔuddām,الكُرْسي اللي قُدّام,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-94.mp3
the back seat,ilkúrsi -lli wára,الكُرْسي اللي وَرا,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-95.mp3
car door,bāb 3arabíyya,باب عربية,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-96.mp3
car door handle,úkrit (úkar) bāb 3arabíyya,أوكْرِةْ (أوكر) باب عربية,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-97.mp3
window,šubbāk (šababīk),شُبّاك (شبابيك),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-98.mp3
to roll the window up,ʔáfal [1s2] iššubbāk,قفل الشُّبّاك,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-99.mp3
to roll the window down,fátaɧ [1s1] iššubbāk,فتح الشُّبّاك,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-100.mp3
The door is ajar.,ilbāb miš maʔfūl kuwáyyis.,الباب مِش مقْفول كُوَيِّس.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-101.mp3
steering wheel,diriksiyōn,دِرِكْسِيوْن,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-102.mp3
"to drive, steer",sāʔ [1h1],ساق,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-103.mp3
turn signal,ʔišārit dawarān,إشارِةْ دَوَران,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-104.mp3
He never uses his turn signal.,húwwa miš biyistá3mil ʔišártu.,هُوَّ مِش بِيِسْتعْمِل إشارْتُه.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-105.mp3
rearview mirror,mirāya xalfíyya,مِرايَة خلْفية,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-106.mp3
side view mirror,mirāya ganibíyya,مِرايَة جانِبية,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-107.mp3
glove compartment,durgə 3arabíyya,دُرْج عربية,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-108.mp3
dashboard,lōɧit 3addadāt,لوْحِةْ عدّادات,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-109.mp3
dashboard,tablōh,تابْلوْهْ,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-110.mp3
"emergency brake, hand brake",farāmil ʔīd [pl.],فرامِل إيد,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-111.mp3
tire (UK: tyre),3ágala (3ágal),عجلة (عجل),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-112.mp3
tire (UK: tyre),kawítš,كاوِتْش,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-113.mp3
to check the tire pressure,ʔās [1h2] ɖaɣʈ il3ágal,قاس ضغْط العجل,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-114.mp3
to get a flat tire,il3ágala fássit [1g3],العجلة فسِّت,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-115.mp3
spare tire,3ágala -ɧtiyāʈi,عجلة احْتِياطي,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-116.mp3
to change a flat tire,ɣáyyar [2s2] 3ágala,غيّر عجلة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-117.mp3
automatic,[automatic],أوْتوْماتيك,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-118.mp3
"manual, stickshift",manyúwal,مانْيُوال,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-119.mp3
"manual, stickshift",yádawi,يَدَوي,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-120.mp3
I can’t drive a stick.,ma-ba3ráfš ʔasūʔ il3arabiyyāt ilmanyúwal.,مبعْرفْش أسوق العربيات المانْيُوال.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-121.mp3
pedal,dawwāsa,دوّاسة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-122.mp3
clutch,klitš,كْلِتْش,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-123.mp3
brake,farāmil [pl.],فرامِل,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-124.mp3
to brake,fármil [11s1],فرْمِل,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-125.mp3
gas pedal (UK: accelerator),banzīn,بنْزين,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-126.mp3
"to accelerate, speed up",sárra3 [2s2],سرّع,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-127.mp3
"to accelerate, speed up",dās [1h1] banzīn,داس بنْزين,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-128.mp3
to slow down,báʈʈaʔ [2s2],بطّأ,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-129.mp3
stickshift,fitīs,فِتيس,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-130.mp3
gear,tirs (tirūs),تِرْس (تِروس),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-131.mp3
in gear,mi3áššaʔ,مِعشّق,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-132.mp3
1st gear,issúr3a -lʔūla,السُّرْعة الأولى,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-133.mp3
reverse (gear),maršidīr,مارْشِدير,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-134.mp3
reverse (gear),tirs irrugū3,تِرْس الرُّجوع,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-135.mp3
to back up,rígi3 [1s4] li-wára,رِجِع لِوَرا,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-136.mp3
to change gears,ɣáyyar [2s2] issúr3a,غيّر السُّرْعة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-137.mp3
I put the car in reverse and started backing up.,ʔána gibtə maršidīr wi rigí3tə bi-l3arabíyya.,أنا جِبْت مارْشِدير و رِجِعْت بِالعربية.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-138.mp3
speedometer,3addād issúr3a,عدّاد  السُّرْعة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-139.mp3
to do the speed limit,iltázam [8s1] bi-ssúr3a,اِلْتزم بِالسُّرْعة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-140.mp3
"to speed, go over the speed limit",itxáʈʈa [5d] -ssúr3a,اِتْخطّى السُّرْعة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-141.mp3
The police pulled me over for speeding.,iššúrʈa waʔʔafítni 3ála gambə bi-sábab issúr3a.,الشُّرْطة وَقّفِتْني على جنْب بِسبب السُّرْعة.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-142.mp3
gas (UK: petrol),banzīn,بنْزين,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-143.mp3
We’ve run out of gas.,ilbanzīn xíliȿ.,البنْزين خِلِص.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-144.mp3
The tank is full.,ittánkə malyān.,التّنْك ملْيان.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-145.mp3
gas gauge,3addād ilbanzīn,عدّاد البنْزين,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-146.mp3
gas station (UK: petrol station),banzīna,بنْزينة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-147.mp3
gas pump,miɖáxxit banzīn,مِضخِّةْ بنْزين,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-148.mp3
to get gas,máwwin [2s1] il3arabíyya,موِّن العربية,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-149.mp3
to change the oil,ɣáyyar [2s2] izzēt,غيّر الزّيْت,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-150.mp3
"to put on one’s seatbelt, wear one’s seat belt",rábaʈ [1s3] ɧizām ilʔamān,ربط حِزام الأمان,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-151.mp3
to start a car,dáwwar [2s2] il3arabíyya,دوّر العربية,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-152.mp3
The car won’t start.,il3arabíyya miš bitdūr.,العربية مِش بِتْدور.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-153.mp3
to turn off the engine,ʈáffa [2d] -lmuɧárrik,طفّى المُحرِّك,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-154.mp3
bumper,ʔikȿidām,إكْصِدام,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-155.mp3
fender,ráfraf (rafārif),رفْرف (رفارِف),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-156.mp3
(car) roof,saʔf (suʔūf),سقْف (سُقوف),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-157.mp3
to get in a fender-bender,3ámal [1s2] ɧádsa basīʈa,عمل حادْثة بسيطة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-158.mp3
dent,xábʈa,خبْطة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-159.mp3
There’s a dent in the side of the car!,fī xábʈa fi -l3arabíyya min ilgámb.,فيه خبْطة في العربية مِن الجنْب!,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-160.mp3
headlight,miȿbāɧ ʔamāmi (maȿabīɧ ʔamamíyya),مِصْباح أمامي (مصابيح أمامية),http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-161.mp3
Turn on your headlights when it starts to get dark.,náwwar ilmaȿabīɧ lámma -ddúnya tɖállim.,نوّر المصابيح لمّا الدُّنْيا تْضلِّم.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-162.mp3
"to get in an accident, have an accident",3ámal [1s2] ɧádsa,عمل حادْثة,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-163.mp3
to crash,xábaʈ [1s1],خبط,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-164.mp3
He crashed (his car) into a tree.,xábaʈ 3arabītu fi šágara.,خبط عربيتُه في شجرة.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-165.mp3
"to be totaled, destroyed",itdášdiš [11p1],اِتْدشْدِش,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-166.mp3
"to be totaled, destroyed",itdámmar [5s2],اِتْدمّر,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-167.mp3
The car was totaled in the accident.,il3arabíyya -tdášdišit fi -lɧádsa.,العربية اتْدشْدِشِت في الحادْثة.,http://media.lingualism.com/wp-content/uploads/vocab/ecav/ecav13-168.mp3
